demonstration	test_sentence	response
Discouragement feeds on itself	The lack of any new cash probably would still leave the banks dissatisfied	fail to follow
The woman had nearly died	And no one was shouting	and no one was
London shares closed moderately lower in thin trading	The switch to the London market during such turbulent times is significant	the switch to london market significant
Delayed financings also would affect the operations of many companies	Loyalty lags most for utilitarian products like trash bags and batteries	loyalty lags most for products like trash bags and batteries
The commercial was absolutely silent	Many other brokerage firms had similarly bullish views	many other brokerage firms had views
This is an index fund with a bet	They want psyllium prices low for their purchases next year	they want psyllium prices low for their purchases
Other magazine publishing companies have been moving in the same direction	The case is pending	the case is
Federal Paper Board sells paper and wood products	The reason is cost	the reason
Even claims against individuals and companies face significant roadblocks	The trend is making advocates of the tax cut less optimistic about success	the trend is making less optimistic about success
The investors range from elderly widows to affluent professionals	The issue has been simmering for years	the issue has been for years
Motorola is fighting back against junk mail	He will continue as a director	he will continue as a
We do not depend on pharmaceutical companies for our support	The network must refund money to the advertisers and loses considerable revenue and prestige	the network refund money advertisers loses revenue prestige
The plan lacked a withdrawal timetable	Rates for the Wall Street Journal Reports will remain unchanged	rates for the wall street journal reports
Demand will come first from programming production companies and then from television stations	The dollar weakened against most other major currencies	the dollar weakened against most other
The appointments are part of a planned succession at the company	Large pockets of poverty still exist	pockets of poverty still exist
He has too readily swallowed the case for the activist law school culture	But they are also talking about new magazines	but they new magazines
We go from one to the other	The August drop was the fourth decline in five months	august drop fourth decline five months
London shares closed moderately lower in thin trading	In Greater Israel more than half the children under six are Muslims	in greater israel more than half the children under six
Federal Paper Board sells paper and wood products	The windows will open	the windows
Rents have soared along with house prices	He will continue as a director	he will continue as a
The Bakersfield Supermarket went out of business last May	These securities are attractive to Japanese investors for three reasons	these securities are attractive to japanese investors
Demand will come first from programming production companies and then from television stations	The small changes in averages reflect generally unchanged yields at many major banks	the small changes in averages reflect generally unchanged yields at many major
But the move lagged a stronger rise in New York Stock Exchange issues	The youthful audience for Saturday programming is no longer dependent on the networks	the youthful audience for saturday programming is no longer dependent on the
President Bush signed a disaster declaration covering seven Northern California counties	Every major maker offers computers with color displays	every major maker offers computers
