demonstration	test_sentence	response
Some equipment going to work is almost new	But other figures are surprising	but other figures are
Other magazine publishing companies have been moving in the same direction	Connaught is a biotechnology research and vaccine manufacturing concern	connaught is
Both the Peasants and Rural Solidarity are forming new political parties for farmers	But no one else does	but no one else
The pilots argued that this triggered a pay raise for them	The remainder of the house leans precariously against a sturdy oak tree	the remainder of the house leans
That cost rises in times of high market volatility	The husky blond guide with the Aggie cap twists his face in mock fury	fail to follow
Utilities management is a major commercial niche	Opponents of the cut are playing hardball	opponents of the cut
The answer will be obvious	Most British programming is more of an acquired taste	british programming is an acquired taste
The appointments are part of a planned succession at the company	Rumors of Soviet interest also pushed up the prices of soybean futures contracts	rumors of soviet interest also pushed up the prices of soybean futures
The rise matches that of the Dow Jones industrials this year	One building in Palo Alto may be damaged beyond repair	one building in palo alto may be damaged
Other forms of red tape are more pervasive	Some in Big Oil are easing the grip on their wallets	some in oil easing grip on wallets
President Bush signed a disaster declaration covering seven Northern California counties	The machine began shipping at the end of last year	the machine began shipping
The legal fight was the subject of a Wall Street Journal story yesterday	It shows a boy hurling rocks at a street lamp	it shows a boy hurling rocks at
But the move lagged a stronger rise in New York Stock Exchange issues	The failed rights issue also should have a modest impact on British Air shares	the failed rights issue also should have a modest impact on british air
Our teachers are not an important factor in our educational crisis	The loss of more customers is the latest in a string of problems	the loss of more customers is the latest in a string of
And she has this inexhaustible energy	That system has worked	that system
Nobody has any credible estimate	We think that the ratings revision is unfortunate but not unexpected	we think
Other network applications have very different goals	She had an idea	fail to follow
And she has this inexhaustible energy	The dollar gained against most foreign currencies	the dollar gained
Other forms of red tape are more pervasive	The prices of most livestock futures contracts had dropped sharply Monday	prices of livestock futures contracts dropped monday
Athena eventually acquired exclusive rights to the technology and currently is developing it	Those include Rhin et Moselle Vie and Via Assurances	fail to follow
Sonja Steptoe and David Wilson contributed to this article	There was tremendous public enthusiasm for stock mutual funds	there was tremendous public
The company develops and markets products for the food service industry	They looked at the miniature and saw a giant folly	they looked at the miniature and saw a giant
Discouragement feeds on itself	It made my shoelaces dance with terror	it made my shoelaces dance
But the Rockefeller investment is its largest	Millions of refugees would rush home	millions of refugees would rush
