demonstration	test_sentence	response
The trial begins today in federal court in Philadelphia	Rates for the Wall Street Journal Reports will remain unchanged	rates for wall street journal reports remain unchanged
The commercial was absolutely silent	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	wang financial trouble bloated overhead optimistic sales forecasts
Discouragement feeds on itself	Whether she can meet that ambitious goal is still far from certain	fail to follow
The plan lacked a withdrawal timetable	But they are stalwart socialists	but they are
The bond market was unmoved by the economic statistics	This is a story about suckers	this is a story about
Traders are already buckling their seat belts	The executive branch bears the first responsibility for timidity	the executive branch
Nobody has any credible estimate	She expects both revenue and profit to gain this year	she expects both
The Pentagon is a haunted house	The key here is the ambition of state Attorney General John Van de Kamp	the key here is john van de kamp
Ashland had a loss	One apparent side effect is a minor increase in a brain hormone	one apparent side effect is a minor increase
Nissan created its quake ad in a weekend	Laurie McGinley contributed to this article	laurie mcginley contributed
Motorola is fighting back against junk mail	The embryo had progressed only to a clump of eight identical cells	the embryo had progressed only to a clump of
Athena eventually acquired exclusive rights to the technology and currently is developing it	Bond prices were barely higher	bond prices were barely
He does this in at least three of his solo pieces	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject
Some found it on the screen of a personal computer	Americans place native or native speakers in charge of subsidiaries overseas	americans place native or native speakers in charge
But the brand had trouble from the start	Some nights he slept under his desk	some nights he slept desk
He expects the price for that product to rise even more next year	The ambitious Warsaw project still awaits approval by city officials	the ambitious warsaw project still awaits approval by officials
Athena eventually acquired exclusive rights to the technology and currently is developing it	That may soon change	that may soon
The third principal in the South Gardens adventure did have garden experience	Loyalty lags most for utilitarian products like trash bags and batteries	fail to follow
The two sides now are accusing each other of lying	Ski promotions have traditionally avoided the touchy issue of safety	ski promotions have traditionally avoided
These revised figures also may explain some of the recent strength of the dollar	This is partly due to the particular demands of the crop	this is partly due to the particular demands
Expansion plans also include acquisitions in growing foreign markets	In a porous wicker basket	in a porous
The commercial was absolutely silent	Stock prices finished about unchanged Friday in quiet expiration trading	stock prices finished friday
The company earns about half its revenue overseas and plans further expansion	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	the lonely woman on in the direction of the plaza de alonso martinez
It also lowered some air fares	The chimney is a pile of bricks on the front lawn	the chimney is
