demonstration	test_sentence	response
The plan lacked a withdrawal timetable	The reality is that Bank finances are rock solid	the reality is
Some equipment going to work is almost new	The post had been vacant for more than a year	the post had been vacant
The film makers have couched this offensive idea in pretty packaging	The unions and the company last week agreed to mediation	the unions and the company last week agreed
Ashland had a loss	Both the Peasants and Rural Solidarity are forming new political parties for farmers	both the peasants and rural solidarity forming new political parties for farmers
President Bush signed a disaster declaration covering seven Northern California counties	The closely watched funds rate is what banks charge each other on overnight loans	the closely watched funds rate
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	fail to follow
Ashland had a loss	Their effort has received a lukewarm response from the Justice Department	their effort has received
The pilots argued that this triggered a pay raise for them	Surveys suggested that consumer confidence was high before Friday	surveys suggested that consumer confidence was high
This is an index fund with a bet	Details of credit enhancements vary widely from issue to issue	details of credit enhancements vary widely from issue to
The measure also includes spending cuts and increases in federal fees	Some business analysts blame the problem on tough competition in the insurance market	some analysts blame problem tough competition insurance market
The trial begins today in federal court in Philadelphia	And most vacationers still prefer a warm climate for their winter excursions	and most vacationers still prefer a warm climate for their excursions
Utilities management is a major commercial niche	Japan is a major target for the Soviets	japan is
An American journalist now is standing trial in Namibia	One such company is Bankers Trust Co	one such company is bankers trust
London shares closed moderately lower in thin trading	In the end politics got in the way	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	This leads to a very special sense of urgency	this leads to a very special sense of
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Solidarity wants it from the West	solidarity wants from the west
But slow sales forced Ford to kill the brand just last week	The Diet plays a minor role compared with the powerful bureaucratic system	the diet plays minor role compared with powerful bureaucratic system
But slow sales forced Ford to kill the brand just last week	It seeks unspecified money damages	it seeks money damages
We do not depend on pharmaceutical companies for our support	Now a rocky stock market and weak corporate profits may further threaten the economy	now rocky weak threaten economy
Help may be on the way	Broader market averages were little changed in the latest session	market little changed
Other network applications have very different goals	This is just not so	this is just
The company earns about half its revenue overseas and plans further expansion	The gap between winners and laggards will grow	the gap between and laggards will grow
The plan lacked a withdrawal timetable	The report suggested that current review programs are too narrow	the report suggested
It blames most of these on Fatah	The company also faces delisting by the National Association of Securities Dealers	the company faces delisting by national association securities dealers
