original	label	prediction
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His parents rushed to his side	his parents rushed to his side	his parents rushed
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
His family lived in an old farmhouse	His family lived in	his family lived
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The accident happened on Saturday night	The accident happened on	the accident
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the linens lie
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His parents rushed to his side	his parents rushed to his side	his parents rushed
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the old man looked at the window	the old man looked at the window	the old man looked
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
His family lived in an old farmhouse	His family lived in	his family lived
the old man looked at the window	the old man looked at the window	the old man looked
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	fail to follow
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The story begins in a small town	the story begins in a small town	the story begins
His father died of a heart attack	His father died of	his father died
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
