original	label	prediction
Most people live in rural areas	Most people live in	most people live
His father died of a heart attack	His father died of	his father died
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase
His father died of a heart attack	His father died of	his father
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The story begins in a small town	the story begins in a small town	the story begins
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards the cafe
His father died of a heart attack	His father died of	his father died
His parents rushed to his side	his parents rushed to his side	his parents rushed
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards the cafe
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
His glasses lie on the bedside table	his glasses lie on the bedside table	fail to follow
The students look at the complex equation	the students look at the complex equation	the students look at
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
His father died of a heart attack	His father died of	his father died
The students look at the complex equation	the students look at the complex equation	the students look at
The story begins in a small town	the story begins in a small town	the story begins
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
