original	label	prediction
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
His parents rushed to his side	his parents rushed to his side	his parents rushed
The students look at the complex equation	the students look at the complex equation	the students look
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
Most people live in rural areas	Most people live in	most people live
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
A picture hangs at his study	a picture hangs at his study	a picture hangs
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His family lived in an old farmhouse	His family lived in	his family lived
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A picture hangs at his study	a picture hangs at his study	a picture hangs
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The story begins in a small town	the story begins in a small town	the story begins
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His parents rushed to his side	his parents rushed to his side	his parents rushed
A picture hangs at his study	a picture hangs at his study	a picture hangs
