demonstration	test_sentence	response
你再看一次我的提问	不过我不敢跟她聊这方面	不过我不敢跟她聊
但是他们只租一个	下面还有老些老总等着	下面还有老些等着
我就见过好几个这样的人	机房里就一个交换机	机房里就交换机
嗯最后一轮是跟总经理	我妈在家里做也很受欢迎	我妈做也很受欢迎
我也刚从图回来	外交要以国家民族利益为要	外交要以利益为要
海边离火车站很远	我回去用电脑看看	我回去看看
我不同意师傅的看法	我跟你引荐	我引荐
常规的一些团都会去	事儿妈神马的最讨厌了	事儿妈最讨厌了
她也是放弃了孩子的上课	你要是个男的就好了	你要是个就好了
我上个月去找他了	你觉得哪个行的最好	你觉得行的最好
我准备了好长时间嗯	哎这伤心是一时的	哎这伤心是的
我肯定是每天晚上	椅子被别个笑的都抖动起来了	椅子都抖动起来了
你不知道他的凶样	但是防腐剂什么的少	但是防腐剂少
我以前唱烛光里的妈妈	具体渠道什么的肯定没法比	渠道什么的肯定没法比
钱从你那里走	我已经不会为这些事情纠结了	我已经不会纠结了
那你找找那本书	我来告诉你	来告诉你
消费者是大赢家	我还有梦	还有梦
我不太好去她家做菜	你可要好好把握现在	可要好好把握现在
这个有点难度考倒了一堆人	我没住宿舍	我没住
这个是耳鼻喉科的手术申请单	女孩子的都很漂亮	都很漂亮
我在我家已经做过菜请他了	那在这个方面上我们能达成共识	那在上我们能达成共识
我周一交了作业再和她打个电话吧	但是缺点是她带小孩过来	但是缺点是她带过来
我们跟他们的代沟还是蛮大的	但是防腐剂什么的少	但是防腐剂少
我会在你们那边的下午发给你	火女之类的都可以出	火女都可以出
