demonstration	test_sentence	response
你家里比我家里可能性大些列	那他不是不跟你们的行程一样了	那他不是不跟你们一样
路由器在我这边	我知道了你上车了告诉我	我知道
你可以去研究这种社会课题了	我这个人就是这样	我就是这样
我周日晚上走	然后我去欧时力买了个外套	然后我去
我我很很注意到一个现象	那个都没写清楚	那个清楚
你能来我办公室不	你给我响一下吧	你给我响
他不理你你也不跟他玩算了	你研究清白了跟我说	你研究清白了说
母性的光芒四射	具体渠道什么的肯定没法比	肯定没法比
我不太好去她家做菜	我去长长见识似乎也不错	我去长长见识也不错
我会在你们那边的下午发给你	我的空间里面的相册中你看看	我的相册中你看看
整个国家公园都建在一个活火山上	我会跟他们讲明利害	我会讲明利害
我们换了新领导	我们每个人买了一个新秀丽的箱子	我们买了
那我用银行卡给你打要不淘宝查	真的俩人笑的灿烂如花	俩人笑的灿烂如花
然后他们对旅馆的需求不算大吧	只有星期五的有	只有星期五有
我们的产品在哪里加工	这个得往单位发	这个往单位发
我也有过这样的经历	事儿妈神马的最讨厌了	事儿最讨厌了
这个网站我邻居家就开这个的	我们现在客户需要这类的图书	我们现在客户需要图书
我睡床上了	你觉得我性格里的最大缺点是什么	你觉得
我在我家已经做过菜请他了	这个行业对我来说特别陌生	这个行业对我陌生
我找找他的照片	我跟他都做了酒店的英语测试	我做了
我就在你面前倚老卖老一次吧	我以为他其实在别人面前失分了	我以为他失分了
自己做了一份	老人一个个的都是这么办的	老人都是这么办的
他是纯爷们	你干啥办公室	你干啥
同质化竞争到底坑了谁的爹	我家的那个就是这样了	我家就是这样了
