demonstration	test_sentence	response
我有新衣服	他在那边做工程	他做
我们按这个标准交	国内驾照只能在这里用一个月	驾照用
独立学院的就一个商贸英语类专业	我们大多数的时间都是发在家上	我们的时间发在家上
房子车子都不是我们的名字	我不经常看电视	我不经常看
那你记下来地址	琼我全采购好了	琼我全好了
行李放在大巴上	人家站在洋人的立场操作	人家操作
友情是体系外额外的东西	我很少和她私聊	我私聊
我的想法是房间配上电脑	账务公开什么的跟组织结构无关	跟组织结构无关
我也觉得你们落实啥东西不够好	不过她也是明天订的	不过她也是明天
反正你最近对我冷漠完勒	那我早上来图书馆跟你碰头好了	那我早上来图书馆碰头好了
官方就需要这样的代表	我跟他说吧	我说吧
我们住哪个酒店	我压缩一下再传给你	我压缩一下再传给
你还参加过这种阿	我对她高中都没什么印象	我对她都没什么印象
我周末给你发邮件吧	我已经不会为这些事情纠结了	我已经不会纠结了
我看风格和梵西有些像	这边的是从设备出来直接光纤连的	这边的是直接光纤连的
他是我小学的好友	我没那么大勇气	我没
你是哪个车次	但是合同要写清楚义务也要有权利	但是合同要
钱对她来说很重要	人家站在洋人的立场操作	人家操作
我觉的她应该有这个想法	你这合同也太简单了	你合同也太简单了
一个人在家么	那些几百几百的又不好看	那些又不好看
我查下这里的时间	他主要关注警察那一块的	他关注
新条例啥时候能正式施行	问题是我现在刚来	问题是我刚来
这样我会有心理负担	我现在都没个方向	我现在都没
主任的机器空着	那些几百几百的又不好看	又不好看
