demonstration	test_sentence	response
我有新衣服	我先洗把脸你忙会儿	我先洗把脸
我那时候也有	样子和我小时候一模一样	样子和小时候一样
我们都是一家人	路由器在我这边	路由器在我这
我提供电子版的	你下午几点结束	你下午几点
不过我在你后面	钱从你那里走	钱从你那里
家里一堆事情	你去选课网站看下培养计划	选课网站培养计划
你要是个男的就好了	好汉不提当年勇	不提当年勇
我有你的啊	切切明天你啥时候面试啊	明天你面试啊
他们住一楼	这周或下周我去社里	fail to follow
你去给我带个眼霜	因为我们下学期有开理论犯罪学	我们下学期有开
我有你的啊	这个能不能加点内容	fail to follow
心里先有个数	我都得耻骨联合分离症了	我都得耻骨联合分离
我明后天再给教练长打电话	我都是用网络硬盘的	我用网络硬盘的
家里一堆事情	我倒是没有考虑过这个问题	我没有考虑过
我怎么觉得我有点晚睡强迫症	那里有没有华人同事	那里有没有华人
或者你那个地方什么时候会招人呢	其实里面也没有爱情故事	fail to follow
我提供电子版的	现在这里早上十点半	现在这里
他也是四个月暑假啊	关键是铁饭碗刮不出多少金子来啊	关键是啊
小兵立大功	你有什么文艺啊	你有什么文艺
你什么时候打的电话	那你还不就拿个提成	你拿提成
我们都是一家人	我先看看检查结果	我先看看
你要是个男的就好了	我查了那是个退税公司	查了是个退税公司
但我每天都会关注你的签名	我姐姐说她都这把年纪了	fail to follow
你看社区地图	我周日晚上走	周日晚上走
