demonstration	test_sentence	response
你可以去研究这种社会课题了	我们现在客户需要这类的图书	我们客户需要这类图书
你要是个男的就好了	我们做弱电系统	我们做弱电
你要是个男的就好了	你要根据我们模块上的接口来配置	根据接口来配置
家是外地的	我预约了心脏彩超	我预约了
或者你那个地方什么时候会招人呢	正好我现在一个同事有点心得	fail to follow
你说你们这届的	哎我也是这个点起来的	我也是这个点起来的
他也是四个月暑假啊	人家站在洋人的立场操作	人家操作
啥叫康乐消费	你觉得你的小啊	你觉得小啊
他们学了奥数和奥英呀	我也觉得男的好	我也觉得好
你找天来我宿舍拿吧	哦你们是真正的中产阶级	哦你们是中产阶级
不过我在你后面	结果你不接我电话	结果你不接
那我明天早上跟她说吧	你是什么时候来	你什么时候来
钱到位你就买你单位的吧	男人不差在别的地方	男人不差
你要是个男的就好了	他老说有些人的性格要改了	有些人的性格要改
那单词用什么书呢	你总是能看到营销的本质	你总是能看到营销的
你说你们这届的	我倒是没有考虑过这个问题	我没有考虑过
我怎么觉得我有点晚睡强迫症	你总是能看到营销的本质	你总是能看到
咱没有那个本事跟着去学肯定不行	他老说有些人的性格要改了	他老说有些人性格要改
你找天来我宿舍拿吧	我们做弱电系统	我们做弱电
她是个行政的主任	土地基金增强特区财政储备	土地基金增强
我没有淘宝账号	你要找天线供应商	你要找
钱到位你就买你单位的吧	我这里是晚上八点	这里晚上八点
她是个行政的主任	出院科室里面有个床号	出院科室
那我明天早上跟她说吧	你觉得哪个行的最好	你觉得哪个行的好
