demonstration	test_sentence	response
你肯定是一个好爸爸	订座系统在我们手里	在我们手里
哎我也是这个点起来的	啥叫康乐消费	fail to follow
你半个月来一次	那他不是不跟你们的行程一样了	那他不是不跟你们一样了
我提供电子版的	它应该是我党的标杆城市啊	它应该是标杆城市啊
它和启明是一个概念	因为这里面有一些程序要走吧	因为这里面有
你认识新朋友没	嗯我上周给我们部门的人讲课	上周给我们部门的人讲课
你要是个男的就好了	因为这些个数要和审计报告对应的	这些个数要和审计报告对应的
他们学了奥数和奥英呀	我们做弱电系统	我们做系统
你下午几点结束	但是公司有营销策划部门	公司有营销策划部门
我有你的啊	结果你不接我电话	结果不接电话
你认识新朋友没	她老公对她和家人都挺好	fail to follow
你要是个男的就好了	我看中了件欧时力的大衣	看中了件欧时力的大衣
你找天来我宿舍拿吧	学校需要什么人	学校需要人
你是怎么知道这篇文章的	男孩不能太乖这是我的看法	男孩不能太乖是我的看法
他是退工资的吧	你觉得哪个行的最好	哪个行的最好
小兵立大功	我搬新家了	我搬新家
你发到我信箱吧	我的英文版在我这里啊	英文版在我这里啊
我也有过这样的经历	你是骨科的吗	你是骨科的
他们住一楼	你下午几点结束	你结束
我有你的啊	其实里面也没有爱情故事	里面也没有爱情故事
这里晚上十一点了	我刚给那个男孩说了	我那个男孩了
恩我正在订机票酒店什么的	这个领导可能有领导的想法吧	这个领导可能有想法
你什么时候打的电话	每天往返路程需要多长时间	每天往返时间
你找天来我宿舍拿吧	不过我不敢跟她聊这方面	不过我不敢跟她聊
