demonstration	test_sentence	response
你看社区地图	我上次摸过她孩子的屁股了	我上次摸过
我们都是一家人	送礼也是个技术活	送礼是个技术活
你要是个男的就好了	我们按这个标准交	我们按这个交
你下午几点结束	右边的是我同学	右边的是同学
我还在那家电力公司	你有宽胶带吗	有宽胶带吗
当权者不能保护自己的国民	我就开了个台球厅和一个网络公司	我就开了
我怎么觉得我有点晚睡强迫症	你可以搜索一下他的文章什么的	你可以搜索
房子都没有要什么电梯	我要打造巨星品牌	我要打造巨星
哎我也是这个点起来的	我就开了个台球厅和一个网络公司	我就开了个台球厅和一个公司
你找天来我宿舍拿吧	所以我一个人在家	我一个人在家
哎我也是这个点起来的	钱到位你就买你单位的吧	钱到位
那单词用什么书呢	你就带着这些东西来就好了	fail to follow
我也要试试这个机构才行	这个交通标识是什么意思	这个交通标识什么意思
路由器在我这边	咱俩差不多同时能解脱	差不多同时能解脱
我提供电子版的	书记今天下午回来	书记回来
我也有过这样的经历	这是个语气词啊	这是个语气词
咱没有那个本事跟着去学肯定不行	你说你们这届的	你们这届的
家是外地的	呵呵这是你初恋吗	呵呵初恋
我有你的啊	我倒是没有考虑过这个问题	我没有考虑过
反正我是没洗过十多分钟的脸	书记今天下午回来	书记回来
他也是四个月暑假啊	我上次摸过她孩子的屁股了	fail to follow
你要是个男的就好了	我有招行的储蓄卡	我有招行卡
他也是四个月暑假啊	欧元促进电子商务发展	欧元促进发展
你能接受什么价位的	你在那公司里做过吧	在那公司里做过吧
