demonstration	test_sentence	response
你下午几点结束	我可以说里面的狗可爱么	fail to follow
你说你们这届的	你是不是有车老师的邮箱之类的	你是不是有车老师的邮箱
或者你那个地方什么时候会招人呢	你什么时候填志愿啊	fail to follow
你可以去研究这种社会课题了	你公公肯定怕你和你对象乱花钱	fail to follow
我提供电子版的	不过我在你后面	不过我在后面
你公布了他的心里话	排名啥时出啊	fail to follow
哎我也是这个点起来的	那你还是打印电子版的吧	那你还是打印吧
家是外地的	他加入他们群了	他加入了
你可以去研究这种社会课题了	你每个月包多少流量啊	fail to follow
我路痴一个捏	龙猫属于夜行动物	龙猫夜行
我还在那家电力公司	那门课的成绩就是专四成绩	那门课的成绩就是
我怎么觉得我有点晚睡强迫症	我这边没装远程软件	我这边没装
当权者不能保护自己的国民	你肯定是一个好爸爸	你肯定好爸爸
我没有淘宝账号	书记今天下午回来	fail to follow
你公布了他的心里话	你们是什么公司啊	你们是什么
你说你们这届的	我们好像不能一趟车	我们好像不能一车
当权者不能保护自己的国民	这个啥意思	这个意思
咱没有那个本事跟着去学肯定不行	我已经不会为这些事情纠结了	我不纠结了
你能接受什么价位的	他加入他们群了	他加入了
我那时候也有	我那没有那些康乐消费	我没有那些康乐消费
她是个行政的主任	欧元促进电子商务发展	fail to follow
咱没有那个本事跟着去学肯定不行	你觉得你的小啊	你觉得小啊
当权者不能保护自己的国民	会员分散啥意思	会员分散
那我明天早上跟她说吧	我靠我真不该换这个签名的	我不该换这个签名的
