demonstration	test_sentence	response
她是个行政的主任	那里有没有华人同事	那里有
我还在那家电力公司	胡萝卜不是小人参吗	胡萝卜不是吗
咱没有那个本事跟着去学肯定不行	国内驾照只能在这里用一个月	国内驾照只能用一个月
我也有过这样的经历	那个旅馆在最边上	那个旅馆最边上
钱到位你就买你单位的吧	那是理想国	那是理想
咱没有那个本事跟着去学肯定不行	我搬新家了	我搬家了
心里先有个数	奶妈是不是切断了跟外界滴联系啊	奶妈是不是切断了
家里一堆事情	这是我的微博	这是微博
我要打造巨星品牌	你不在一早上了	你不在
你半个月来一次	不过她应该也有些心理准备了	不过
但我每天都会关注你的签名	我预约了心脏彩超	我预约了
我还在那家电力公司	以前我每天早上都路过的	以前我路过
但我每天都会关注你的签名	她安排了别的任务	她安排了任务
我怎么觉得我有点晚睡强迫症	路由器在我这边	路由器在我
他加入他们群了	我下采购单	fail to follow
或者你那个地方什么时候会招人呢	这就是贫富差距的显现	fail to follow
你认识新朋友没	大屏幕是台电脑吗	fail to follow
你公布了他的心里话	反正我觉得我爸妈也不着急我嫁人	反正我觉得
这个是耳鼻喉科的手术申请单	然后你把钱打到我的支付宝	然后你把钱打到
你是怎么知道这篇文章的	你跟销售经理说说	跟销售经理说说
你可以去研究这种社会课题了	我们按这个标准交	我们按标准交
你什么时候打的电话	这里晚上十一点了	这里十一点了
你能接受什么价位的	那他不是不跟你们的行程一样了	那他不是不跟你们了
我要打造巨星品牌	他说我与时代脱节了	他说我与时代脱节
