demonstration	test_sentence	response
这是我的简历	杯赛省级以上	杯赛
化疗很伤害正常就细胞	我说中了师傅的心思吧	我说中了
那他的价格也不低	咱部催台上道具什么的	咱催台上道具什么的
以前我每天早上都路过的	阿三要认清形势	阿三要认清
他主要关注警察那一块的	我已经不会为这些事情纠结了	我不纠结了
这是一段对话	我就开了个台球厅和一个网络公司	我就开了台球厅和网络公司
那门课的成绩就是专四成绩	其他的部门也没一个发的	fail to follow
我没有干妈的微信	他想别人都围着他转	fail to follow
我还是原来的	我也就这消费水平	我也就这
订座系统在我们手里	你在那公司里做过吧	你在那公司里做过
那个人跟我联系了	我爱人办完事会跟你们联系	fail to follow
文科班的男生都不错	你办个招行和广发的就行	办个招行和广发的就行
我会跟他们讲明利害	这个是帖子在校内的分享	帖子在校内分享
你们一家的照片比我的还多	现在这些男的真是	现在男的真是
冲冲要做一个小手术	我们公司在搞什么二十周年庆	我们公司搞二十周年庆
我一般这个时候会上	我给你晚安的	我给你晚安
今年整个经济酒店基本都亏	她这个人太可怕	她太可怕
我试下看看我这里能调试了不	现在劳动人民哪个不是坚持下来的	现在劳动人民哪个不坚持下来
我是给我爱人定的	他说你跟他联系了	他说联系了
我也不知道他们的投诉电话	咱部催台上道具什么的	咱部催台道具什么的
技能讲师的公式不大好算	服务器上的电子病历还老报错	还老报错
我上个月去找他了	我也正在物色这方面的人才	我也正物人才
我跟他说吧	伟大哥回去了再给你买点	伟大哥回去了
我在看下子房子的信息	现在这些男的真是	现在男真是
