demonstration	test_sentence	response
哎我也是这个点起来的	你啥时候调去的	fail to follow
他们给我推荐了一个童言国际	我不是对他有意见	不是对他有意见
这种关系是有点不好处理	其他的外国人都是同事同学	外国人都是同事同学
我从小跟她学的	人家不觉的咱那是对她好	人家不觉的咱好
目录没什么要求把	那显得我多不好	那显得我不好
要不你住我们家附近的酒店	服务器上的电子病历还老报错	fail to follow
我下周回去	我倒是没有考虑过这个问题	我没有考虑过
他们也是这个时间	那个是所有的	那个是所有
化疗很伤害正常就细胞	我现在搞计算机方面的	我搞计算机
你是怎么知道这篇文章的	小孩教育真是一门大学问	小孩教育真是大学问
之前结核在那边治疗的	你快去和他视频吧	你快去视频吧
你手里的钱应该够了吧	移动的很联通的频段是一样的	很联通的频段是一样的
我可以说里面的狗可爱么	这都不是我的号我换手机号了	不是我的号我换手机号了
我去店里买	你要根据我们模块上的接口来配置	你要根据接口来配置
独立学院的就一个商贸英语类专业	看样子这个年龄的男人很危险	看样子这个年龄的男人危险
我都得耻骨联合分离症了	你什么时候打的电话	什么时候打的电话
改革开放不止一条路	反正我是没洗过十多分钟的脸	反正我是没洗过脸
你每天就给他添一样	我们没有初稿这一说	我们没有初稿
母性的光芒四射	事儿妈神马的最讨厌了	事儿妈神马的
独立学院的就一个商贸英语类专业	他老说有些人的性格要改了	老说有些人的性格要改了
我会跟他们讲明利害	节奏可能跟外企的差不多	节奏可能跟外企差不多
这领导说不定哪天就变了的	你啥时候来	fail to follow
骨子里奔流着新闻热血	所以我一个人在家	我一个人在家
教师待遇太低是根本原因	之前结核在那边治疗的	之前结核在那边治疗
