demonstration	test_sentence	response
那你找找那本书	你说你们这届的	你说你们这届
你是项目的骨干	我跟他说好了	我说好了
技能讲师的公式不大好算	原来账户的钱不够了	账户的钱不够了
家庭比事业重要	所以女人不能太为了家里	fail to follow
这个工作累吧	他们报了什么兴趣班	报了什么兴趣班
我没那么大勇气	这是互相的	fail to follow
我准备了好长时间嗯	正好我现在一个同事有点心得	我现在一个同事有点心得
我在看看电影在办公室	你快去和他视频吧	你去视频吧
网上有房型图	我就问问你阿	我问你阿
我姐比你大一岁	思八达是不是离你家很近	fail to follow
他主要关注警察那一块的	我姐姐说她都这把年纪了	fail to follow
你打下我电话吧	我更是门外汉	更是门外汉
我可能是周六早到	你还理不理我	你还理我
孩子躺在母亲的臂弯里	我这一直到年前都要疯滴	我这一直到年前都要疯
原来账户的钱不够了	我这里的有	fail to follow
她也说我比以前好看多了	我看风格和梵西有些像	fail to follow
她早上又给我发短信了	我妈在家里做也很受欢迎	fail to follow
你要给我客人的护照号码和名字	你反正要等男人	你要等男人
自己处理点自己的事情	我这里的有	我这里有
这种关系是有点不好处理	这个牌子的衣服质量非常好	牌子的衣服质量非常好
我那没有那些康乐消费	他不理你你也不跟他玩算了	他不理你你也不跟他玩
手机里的音乐与照片还有电影太多	她家小的也在	小的也在
你要根据我们模块上的接口来配置	人家不觉的咱那是对她好	fail to follow
按照银行报表的销售额可以	你说你们这届的	你们这届的
