demonstration	test_sentence	response
女性撑起半边天	我们都是一家人	我们一家人
她安排了别的任务	我要听法海不懂爱	我要听法海
这个要熊猫的那个	他有什么生气	他有什么
你要一个卡子一个的拍	可是中间有个时间差	fail to follow
所以技术人员一般都拿不了多少钱	所以孩子刚开始计算有点跟不上	有点跟不上
单位的网速非常垃圾	只有星期五的有	只有
要不我还是周三周五去吧	同志们会教你滴	同志们会教你
老板的公事还是蛮多	现在这些男的真是	这些男的真是
我刚才到超市买点调料有些没有了	我看他们每次都玩得高兴	我看他们每次都玩高兴
他们跟我离家也辛苦	那我们就去跟他们会合	我们就去跟他们会合
你有活干了小会计	你入市了几多钱	fail to follow
我狠不下心	我今天给不了你	我今天你
你研究清白了跟我说	我不是对他有意见	fail to follow
你要找天线供应商	你给我总结下	给我总结
这是一段对话	我们都是一家人	我们是一家人
琼我全采购好了	我回来就烦死	我回来烦死
最低保障都没有	女状元的爸爸谈教育	女状元爸爸谈教育
咱部催台上道具什么的	你在忙啥	你忙啥
我先看看检查结果	这也会有影响么	会有影响么
所以自己对自己好点	那你当时是怎么跟她说的	当时怎么跟她说的
我明天有健步走活动	外部压力是内部调整的机遇	外部压力是内部调整
我给你发功了	我爱人办完事会跟你们联系	fail to follow
骨子里奔流着新闻热血	你跟家里商量一下	你跟家里商量
你要一个卡子一个的拍	婆婆一家来了	fail to follow
