demonstration	test_sentence	response
Some machines make charts for presentations	But critics consider the changes regressive	But critics consider
But the move lagged a stronger rise in New York Stock Exchange issues	You already know the answer	You already know
The failed rights issue also should have a modest impact on British Air shares	Broader averages also posted modest gains	Broader averages also
Some business analysts blame the problem on tough competition in the insurance market	Estimated volume was three million ounces	Estimated volume was three million ounces
Two election commission members opposed the matching plans	Their problem is one of inefficiency of an industrial economy	Their problem is one of inefficiency of
But they are stalwart socialists	Many of his peers feel the same way	Many of his
He had been associate professor in the department of finance at Seton Hall University	It also lowered some air fares	It also lowered
Commodity futures prices generally reflected the stability of the stock market following its plunge Friday	Surveys suggested that consumer confidence was high before Friday	Surveys suggested consumer confidence was high before Friday
Some have raised their cash positions to record levels	October is a critical month for the privatization program	October is privatization program month
Chicago has the largest population of citizens of Polish heritage in any city outside Poland	One such company is Bankers Trust Co	One such
Recruiter Donald Clark does note an increase in searches for minority candidates	But there are no scientific data on this question	But there are no
Estimated volume was five million ounces	The Maybelline beauty product line had higher sales following a sluggish first half	The Maybelline beauty
Local pollution problems require cheap energy and capital for their solution	The merger is subject to regulatory clearance and a definitive agreement	The merger is subject a definitive agreement
Each has an equal vote at the monthly meetings	Borrowed shares on the Amex rose to another record	Borrowed shares rose to another record
It has more drug users than Boston has people	Columbia announced the results after the close of the stock market	Columbia announced
East Bloc pollution data typically have been state secrets	One apparent side effect is a minor increase in a brain hormone	One apparent sidee effect is a minor increase in a
One man wrapped several diamonds in the knot of his tie	We scuttled along for a few feet before he plunged us into the drink again	We scuttled along before he plunged us into the drink again
Traders can vary their strategies and execute their orders in any one of them	Tokyo stocks rebounded Tuesday from two consecutive daily losses in relatively active dealings	Tokyo stocks rebounded Tuesday in active dealings
Both revenue figures exclude excise taxes	Inco shares fell after the announcements	Inco shares fell after
But the Rockefeller investment is its largest	He is warm and polished before a Puerto Rican Congress in Asbury Park	He is warm and polished
One ad features a huge robot carrying a voluptuous woman in a faint	The new rules will allow investors to buy foreign stocks directly	The new rules
We now know that the words were not always his own	The antibody then kills the cell	The antibody then kills
The company is facing a takeover proposal from the financier Sir James Goldsmith	Institutional investors mostly remained on the sidelines Tuesday	Institutional investors mostly remained
Employees wore identification badges listing not only their names but also their dates of hire	Wilfred closed its Massachusetts schools earlier this year	Wilfred closed
