demonstration	test_sentence	response
He can live with little pleasures	He is a lawyer with a string of academic degrees	He is a lawyer.
It is also planning another night of original series	The board will be made up of seven directors of each holding company	The board will be made up of
The pressure for change will rise with costs	That structural lack is crucial because investors are the only source of market liquidity	That structural lack is crucial
Only a few books fell in the reading room	Some business analysts blame the problem on tough competition in the insurance market	Some business analysts blame the problem
Geraldo or Phil would probably pull up another camera and interview the chained protesters	All three funds posted negative returns for the year to date	All three funds posted negative returns
Inco shares fell after the announcements	This untried concept would expose these firms to potentially astronomical punitive damages	This untried concept would expose these firms 
This pattern was particularly evident among more highly educated couples	The traffic jam out of the park was monumental	The traffic jam out of the park
The board expands to seven members	Americans place native or native speakers in charge of subsidiaries overseas	Americans place native or native speakers in
Nissan created its quake ad in a weekend	But the chain is quickly realizing the pitfalls of such endorsements	But the chain is quickly realizing the pitfalls
The economic ideas in the document are much bolder than current policies	All three funds posted negative returns for the year to date	All three funds posted negative returns
They talked of the home run	An official linked the gain essentially to higher prices for beef and pork	An official linked
Bullish bond market sentiment is on the rise again	Still the Salinger decision created a strong presumption against fair use of unpublished materials	Still the salinger decision created a strong presumption
But trading risk stems from credit risk	This starts in the construction phase through the use of minority contractors and local workers	This starts in the construction phase through
But even a little appeal has a lot of attraction these days	No sophisticated professional expects economists to be right all the time	No sophisticated professional expects
This is partly due to the particular demands of the crop	The agreement is subject to completion of a definitive amendment and appropriate approvals	The agreement is subject
The June killings magnified the problems	But then they wake up to a nightmare	But then they wake up 
That is for the future	One man wrapped several diamonds in the knot of his tie	One man wrapped
Japan is a major target for the Soviets	Treasury bonds ended slightly higher in light trading	Treasury bonds ended
Foreign bonds surged as the dollar weakened against most major currencies	It has some of the highest costs in the league	It has some of the highest cost
All three funds posted negative returns for the year to date	That could shove a weak economy into recession	That could shove
Wall Street traders on Friday had complained about the trading suspensions	No one else will watch out for you	No one else will watch out
But some saw it as a classic negotiating tactic	But its surprising progress so far holds important lessons for companies in trouble	But its surprising progress so
But Mexico urgently needs more help	The struggle over capital gains is the most important game in town	The struggle over capital is
The company reported good gains in all of its divisions	All three funds posted negative returns for the year to date	All three funds posted
