demonstration	test_sentence	response
The Dutch utility firm serves the Amsterdam and Utrecht areas	Japanese put up with it because the government provided job stability and growing paychecks	Japanese put up with it
Reform starts in the Pentagon	The Fed has assumed a similar responsibility in the market for government securities	The fed has assumed
Radio programs and books have followed the daily television show	Prices of Treasury bonds tumbled in moderate to active trading	Prices of Treasury bonds tumbled
But sophistication has its limits	He will continue as a director	He wil continue as
The problem is not that the Fed is too unresponsive to the public interest	The move had been widely expected	The move had been
He ticks off several major differences between now and two years ago	And the world could experience its first psyllium shortage	And the world could
Hanson is a London producer of consumer and other goods	His boss complained about neglect of other chores	His boss complained about
The infusion of activists can bring a clash of cultures	Other companies are introducing related products	Other companies are introducing
But you know about campaign promises	Columbia announced the results after the close of the stock market	Columbia announced
Stock prices slipped lower in moderate trading	Two more securities firms bowed to the outcry over program trading	Two more securities firms bowed
Several fund managers expect a rough market this morning before prices stabilize	We think that the ratings revision is unfortunate but not unexpected	We think that the is unfortunate but not unexpexcted.
Our international efforts were far greater than ever before	Trading volume was only modestly higher than normal	Trading volume was
They currently have large orders for cargo planes	Part of the answer lies in the nature of the industry	Part of the answer lies
But the lack of lines became painfully apparent	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed to higher borrowing costs compared with a year earlier.
One apparent side effect is a minor increase in a brain hormone	We were out of the box	We were out
Institutional buyers were the main force pushing blue chips higher	Now a rocky stock market and weak corporate profits may further threaten the economy	Now a rocky stock market and weak corporate profits may
The dispute pits two groups of claimants against each other	Now it is their fellow Turks arriving as refugees from Bulgaria	Now it is their fellow Turks arriving form Bulgaria.
The turnover in both issues was roughly normal	It is a peaceful time in this part of western India	It is a peaceful time in western India.
The closely watched funds rate is what banks charge each other on overnight loans	The change prompted the rise of discount brokers and a reduction in securities research firms	The change prompted the rise of discount brokers and research firms.
Men were a constant complication	The pilots were meeting outside Chicago yesterday	The pilots were
The outlook for corporate earnings is fairly bleak	Most analysts had expected a sharper decline after the steep rise in August	Most analysts had expected after the steep rise in August.
Broader market averages were little changed in the latest session	Their problem is one of inefficiency of an industrial economy	Their problem is one of inefficiency
The appointments are part of a planned succession at the company	It has some of the highest costs in the league	It has some of
Some economists expect further declines in investment spending	Some funds are posting yields far higher than the average	Some funds are posting yields
