demonstration	test_sentence	response
Nissan created its quake ad in a weekend	But another big problem has been the aging of baby boomers	Aging baby boomers is another big problem.
Others were more cautious	But some Wall Street executives argue that such fears are unwarranted	Some Wall Street executives feel these fears aren't warranted.
Two hunters in the forest	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	Chicago has the largest population of Polish citizens.
But this raises added cost barriers to urban entrepreneurship	The market is still very touchy about rumors and news on pending takeovers	The market is still very touchy.
One of the two British companies still making hard toilet paper stopped production of it	Two big stocks involved in takeover activity saw their short interest surge	Two big ones saw their short interest surge.
He will continue as a director	The thrift and the holders had suspended their lawsuits as part of the agreement	They suspended their lawsuits.
But some analysts remain sour on the company	The expansion is subject to approval by federal and Wisconsin environmental regulators	The expansion is subject to approval.
Next year may see a drop of one percentage point	It has some of the highest costs in the league	It has some of the highest costs.
But the shortages also spawned rampant speculation and spiraling prices	Advertisers attribute this shared loyalty to the striking similarity among brands	Advertisers attribute this shared loyalty.
The British conglomerate cited the recent turmoil in financial markets	Their problem is one of inefficiency of an industrial economy	Their problem is one of inefficiency.
Ski promotions have traditionally avoided the touchy issue of safety	All three funds posted negative returns for the year to date	All three funds posted negative returns.
The latest rebate is good for all Beretta models	The agreement is subject to completion of a definitive amendment and appropriate approvals	The agreement is subject to completion.
The film makers have couched this offensive idea in pretty packaging	Many small investors went for the safety of money market funds	Many small investors went for the safety of.
She analyzed families by their sleeping arrangements	But another big problem has been the aging of baby boomers	But another big problem has been.
They lied to me on the recruiting trip	The scientists have experimented on the tiny neck arteries of rats	The scientists have experimented.
This is partly due to the particular demands of the crop	Abortion via the pill is far more of an ordeal than conventional surgical abortion	Abortion via the pill is far more.
Giant has interests in cement making and newsprint	Now it is their fellow Turks arriving as refugees from Bulgaria	Now it is their fellow Turks arriving.
Other network applications have very different goals	Other magazine publishing companies have been moving in the same direction	Other magazine publishing companies have.
The British economy is hardly the picture of health these days	Magazine publishers are facing spiraling costs and a glut of new titles	Magazine publishers are facing costs and new titles.
Big financial stocks carried the day	The small changes in averages reflect generally unchanged yields at many major banks	The small changes in averages reflect.
There are still bulls out there	Athena eventually acquired exclusive rights to the technology and currently is developing it	Athena eventually acquired exclusive rights.
He has good control	But most investors were seeking share prices and other information	But most investors were seeking.
This pattern was particularly evident among more highly educated couples	And the practice often varies from location to location even within a company	And the practice often varies.
Funds for drilling may inch up more next year if oil prices stay stable	Bond prices posted strong gains as investors went on a bargain hunt	Bond prices posted gains as investors went on a bargain hunt.
