demonstration	test_sentence	response
Merck is one of the most important stocks in the Major Market Index	The company reported good gains in all of its divisions	The company reported good gains in.
Both products were immensely popular	Merck is one of the most important stocks in the Major Market Index	Merck is one of the stocks in the Major Market Index.
The company can go about its business	He hit the lanes three years ago on the advice of his doctor	He hit on the advice of his doctor.
Such trappings suggest a glorious past but give no hint of a troubled present	It also would have reduced mandatory overtime	It also would have reduced.
The result is a new and huge appetite for programming	Surveys suggested that consumer confidence was high before Friday	Surveys suggested.
Everyone falls in love with everyone else	Merck is one of the most important stocks in the Major Market Index	Merck is one of the most important stocks in.
Most analysts had expected a sharper decline after the steep rise in August	Enfield is a holding company with interests in manufacturing concerns	Enfield is a company with interests in manufacturing.
Two workers died and six remain in the hospital	Waxman sells a variety of hardware products for the home repair market	Waxman sells for the home repair market.
She held her fire with her first production at the Trinity earlier this season	Part of the answer lies in the nature of the industry	Part of the answer lies in.
But most investors were seeking share prices and other information	The states have their own ideas about regulation and certification	The states have their own ideas about.
But you know about campaign promises	But the two countries remain separated by a cultural barrier wider than the ocean	But the two countries remain separated by wider than the ocean.
It made my shoelaces dance with terror	The dispute pits two groups of claimants against each other	The dispute pits two groups of claimants against.
The appointments are part of a planned succession at the company	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed the decline to higher borrowing costs.
Many resorts also are focusing more on the service side of their business	Their problem is one of inefficiency of an industrial economy	Their problem is one of inefficiency.
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	His boss complained about neglect of other chores	His boss complained about neglect of.
Professionals dominated municipal trading throughout the session	They want psyllium prices low for their purchases next year	They want psyllium prices low for their purchases.
Enfield is a holding company with interests in manufacturing concerns	Cadillac may be on to something	Cadillac may.
But Chairman Gonzalez is a genuine maverick	Rents have soared along with house prices	Rents have.
But slow sales forced Ford to kill the brand just last week	That facility should reopen today	That facility should reopen today
The report of the bankruptcy filing stunned Hollywood executives and investors	Neither disclosed details pending board meetings next month	Neither disclosed details next month
But the outcome of a legal dispute almost always turns on the facts	The transaction is subject to a definitive agreement and approval by Ideal shareholders	The transaction is subject to a definitive agreement and approval by
Compound yields assume reinvestment of dividends and that current yields continue for a year	The deal would require approval by a majority of Jaguar shareholders	The deal would require approval by Jaguar shareholders
The youthful audience for Saturday programming is no longer dependent on the networks	This leads to a very special sense of urgency	This leads to a very
Several fund managers expect a rough market this morning before prices stabilize	In the end politics got in the way	In the end politics got
