demonstration	test_sentence	response
It was an audacious claim	But the firm has never had a day like yesterday	It hasn't.
But the shortages also spawned rampant speculation and spiraling prices	Wang had previously forecast a loss	They had
Part of the answer lies in the nature of the industry	Compound yields assume reinvestment of dividends and that current yields continue for a year	Compound yields assume
His credibility is also on the line in the investment community	We were out of the box	We were part of the box
But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	The company reported good gains in all of its divisions	The company reported good gains
His boss complained about neglect of other chores	But its surprising progress so far holds important lessons for companies in trouble	Its surprising progress so far holds important lessons
Athena eventually acquired exclusive rights to the technology and currently is developing it	An official linked the gain essentially to higher prices for beef and pork	An official linked the gain
But the firm also tracks smaller technology companies as a subset of the larger group	Commodity futures prices generally reflected the stability of the stock market following its plunge Friday	Commodity futures prices generally reflected the stability of the market
Still the Salinger decision created a strong presumption against fair use of unpublished materials	Yet the bill is riding high on the furor over drug trafficking	Yet the bill is riding high on the furor over
Paintings are just part of the picture	Shares of biotechnology companies in the area were also higher	Shares were also higher
The two sides also traded accusations about the cost of the Packwood plan	Their discomfort is a healthy sign for the rest of us	Their discomfort is a healthy sign
For months the resistance has been defenseless against air attack	But many of these stocks have now become expensive	Many of these stocks have now
Japanese government bonds ended lower after the dollar rose modestly against the yen	One apparent side effect is a minor increase in a brain hormone	One apparent side effect is a minor increase
Connaught is a biotechnology research and vaccine manufacturing concern	The fund invests mainly in gold and silver bullion	The fund invests
The Panamanian affair is only the tip of a more alarming iceberg	The robberies also have set off a controversy involving the airlines	The robberies also
Nissan created its quake ad in a weekend	Opponents of the cut are playing hardball	Opponents are playing hardball
Lackluster returns are one reason	He was turning himself in	He was turning
Both companies will replace the oil filler cap with a ventilated oil filler cap	Poland makes no machinery for a plant on that scale	Poland makes no machinery for
The extrusion unit produces bare and painted custom extrusions for building products and construction industries	Opponents show that there are already more funds available than commendable reform efforts	Opponents show that there are already more funds available
Each has an equal vote at the monthly meetings	The plan is subject to approval by the bankruptcy court and others	The plan is subject to approval.
The project has been in and out of the pipeline for more than a decade	The announcement fueled speculation for future advances in the shares	The announcement fueled speculation for future advances.
Uncertainty dogs every aspect of their lives	But transportation officials worry that such extraordinary measures and cooperation may not last	Transportation officials worry.
The result is that the unthinkable and illogical are happening	Prices of Treasury bonds tumbled in moderate to active trading	Prices tumbled in moderate to active trading.
Investors with a heavy tax load should take out their calculators	All three funds posted negative returns for the year to date	All three funds posted negative returns.
