demonstration	test_sentence	response
Two hunters in the forest	The loss of more customers is the latest in a string of problems	The loss of more customers
The announcement fueled speculation for future advances in the shares	Strategists should consider the impact of budget uncertainties at the beginning of the planning process	Strategists should consider the impact
The British economy is hardly the picture of health these days	Buyers stepped in to the futures pit	Buyers stepped into the future
Prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	That went over the permissible line for warm and fuzzy feelings	That went over the permissible line for warm and fuzzy feelings.
Stock prices fell sharply in active trading	Revenue doubled from two years ago	Revenue doubled.
The company could command a good price in the market	News of the bid drew sharp criticism from other computer companies and industry observers	News of the bid drew sharp criticism from.
The Panamanian affair is only the tip of a more alarming iceberg	The problem here is not in the concept but in its lack of discrimination	The problem here is not in the concept but in.
The centers normally are closed through the weekend	The Old Crowd is deeply concerned by the backlash from all this	The Old Crowd is deeply concerned.
But this is almost an underground activity	The same factors limiting demand for office space have affected retailing	The same factors.
They came by their strangeness honestly	Advertisers attribute this shared loyalty to the striking similarity among brands	Advertisers attribute this loyalty to the similarity among brands.
Competition and mounting insurance and equipment costs have been the undoing of many resorts	Conner already is shipping its new drives	Conner already is.
Some business analysts blame the problem on tough competition in the insurance market	They speak volumes about the state of our society at a given moment	They speak volumes about.
The traffic jam out of the park was monumental	He takes over a school system in the midst of radical reform	He takes over in the midst of reform.
The Vatican was in the red last year	It is also planning another night of original series	It is planning another night of the original series.
The prisons are too crowded	Those viewers find the show confusing	Those viewers find.
There are still bulls out there	This occurred partly because of more competition as the number of new businesses surged	This occurred because of more competition.
Some of the allegations are simply bizarre	The charge on loans to brokers on stock exchange collateral	The charge on stock exchange collateral.
The contract also provides for advanced billing and network management services	It also could convert glucose from farm wastes into edible protein	It also could convert.
But there was one bright spot yesterday	The peril of unlimited liability looms large for a number of them now	The peril looms large.
His hands sit farther apart on the keyboard	Bonds received a bigger boost later in the day when stock prices moved broadly lower	Bonds received a boost later in the day.
The dollar is still highly volatile	Other analysts are nearly as pessimistic	Other analysts are.
Chicago has the largest population of citizens of Polish heritage in any city outside Poland	He ticks off several major differences between now and two years ago	He ticks off several major differences.
Confectionery products sales also had strong growth in the quarter	The Old Crowd is deeply concerned by the backlash from all this	The Old Crowd is deeply concerned by the backlash from
In the end politics got in the way	The market seems increasingly disconnected from the rest of the nation	The market seems disconnected from the nation.
