demonstration	test_sentence	response
Some machines make charts for presentations	But critics consider the changes regressive	but critics consider
But the move lagged a stronger rise in New York Stock Exchange issues	You already know the answer	you already know
The failed rights issue also should have a modest impact on British Air shares	Broader averages also posted modest gains	broader averages also
Some business analysts blame the problem on tough competition in the insurance market	Estimated volume was three million ounces	fail to follow
Two election commission members opposed the matching plans	Their problem is one of inefficiency of an industrial economy	their problem is one of inefficiency of
But they are stalwart socialists	Many of his peers feel the same way	many of his
He had been associate professor in the department of finance at Seton Hall University	It also lowered some air fares	it also lowered
Commodity futures prices generally reflected the stability of the stock market following its plunge Friday	Surveys suggested that consumer confidence was high before Friday	surveys suggested consumer confidence was high before friday
Some have raised their cash positions to record levels	October is a critical month for the privatization program	fail to follow
Chicago has the largest population of citizens of Polish heritage in any city outside Poland	One such company is Bankers Trust Co	one such
Recruiter Donald Clark does note an increase in searches for minority candidates	But there are no scientific data on this question	but there are no
Estimated volume was five million ounces	The Maybelline beauty product line had higher sales following a sluggish first half	the maybelline beauty
Local pollution problems require cheap energy and capital for their solution	The merger is subject to regulatory clearance and a definitive agreement	the merger is subject a definitive agreement
Each has an equal vote at the monthly meetings	Borrowed shares on the Amex rose to another record	borrowed shares rose to another record
It has more drug users than Boston has people	Columbia announced the results after the close of the stock market	columbia announced
East Bloc pollution data typically have been state secrets	One apparent side effect is a minor increase in a brain hormone	fail to follow
One man wrapped several diamonds in the knot of his tie	We scuttled along for a few feet before he plunged us into the drink again	we scuttled along before he plunged us into the drink again
Traders can vary their strategies and execute their orders in any one of them	Tokyo stocks rebounded Tuesday from two consecutive daily losses in relatively active dealings	tokyo stocks rebounded tuesday in active dealings
Both revenue figures exclude excise taxes	Inco shares fell after the announcements	inco shares fell after
But the Rockefeller investment is its largest	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished
One ad features a huge robot carrying a voluptuous woman in a faint	The new rules will allow investors to buy foreign stocks directly	the new rules
We now know that the words were not always his own	The antibody then kills the cell	the antibody then kills
The company is facing a takeover proposal from the financier Sir James Goldsmith	Institutional investors mostly remained on the sidelines Tuesday	institutional investors mostly remained
Employees wore identification badges listing not only their names but also their dates of hire	Wilfred closed its Massachusetts schools earlier this year	wilfred closed
