demonstration	test_sentence	response
Chandler might have been predicting the course of his own career	Borrowed shares on the Amex rose to another record	borrowed shares on the amex
He visits the same department every two or three weeks	This starts in the construction phase through the use of minority contractors and local workers	this starts through the use of minority contractors and local workers
The new exchange drew instant recognition from an unwelcome quarter	Estimated volume was a very light one million ounces	estimated volume was one million ounces
The issue here may be the soundness of the guarantee	The mask cuts to the quick	the mask cuts
Shareholders must approve the merger at general meetings of the two companies in late November	The company rejected those past proposals	the company rejected proposals
Your story is an insult to the citizens of the Mississippi Delta	Prices of Treasury bonds tumbled in moderate to active trading	prices of treasury bonds tumbled
Judges will write the real bill as suits roll through the courts	The ultimate hope is that the technique could identify diseased vessels	the technique could identify diseased vessels
The incident occurred Saturday night	Florida National said yesterday that it remains committed to the merger	florida national said
Wall Street generally likes the industry again	Bond prices posted strong gains as investors went on a bargain hunt	bond prices posted as
Retailers could get a boost this year from the calendar	The laws take effect next month	the laws effect next month
The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	The dispute was the subject of a Wall Street Journal article in August	the dispute was the subject in august
Union officials have taken a beating politically as a result	The key here is the ambition of state Attorney General John Van de Kamp	the key here is attorney general john van de kamp
All three funds posted negative returns for the year to date	The recent sharp stock market decline exacerbated those concerns	the recent sharp stock market decline exacerbated
The Dutch utility firm serves the Amsterdam and Utrecht areas	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	that announcement left uncertain about their futures
Many other brokerage firms had similarly bullish views	That cost rises in times of high market volatility	that cost rises
But slow sales forced Ford to kill the brand just last week	But such a combination also presents great risks	but such a combination also great risks
Four of those insiders sold more than half their holdings	But observers expect broad support	but observers expect
Many law firms sponsor their own programs	The company expects all branches to reopen today	the company expects
The collagen corneal shield helps speed healing of the cornea after eye surgery	Wall Street traders on Friday had complained about the trading suspensions	wall street traders on friday had complained
He had been associate professor in the department of finance at Seton Hall University	Inco shares fell after the announcements	inco shares fell
He also mentioned increased capital investment by Pacific Bell for network improvements	Some current rates exceed those on CDs	some current rates exceed
He takes over a school system in the midst of radical reform	Most of the loans in question are to Third World countries in South America	most of the loans in question are
Total return is price changes plus interest income	But gripes run the gamut	but gripes run
