demonstration	test_sentence	response
Chandler might have been predicting the course of his own career	Logic plays a minimal role here	logic plays a minimal
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Nausea and vomiting are other common side effects	nausea and vomiting are side effects
The Panamanian affair is only the tip of a more alarming iceberg	Many Indians fear a repeat of that experience	many indians fear a
Then he would move his movement to Europe	It arrived just as the regulator handling such operations was retiring	it arrived just as the operations was retiring
The thrift and the holders had suspended their lawsuits as part of the agreement	Another poked a hole in the heel of his shoe	another poked a hole of his shoe
It was the highest bid in history for a work of art	Funds for drilling may inch up more next year if oil prices stay stable	funds for
Colgate sold its hospital supply and home health care business last year	Merchant banks were stronger across the board	merchant banks the board
He had been vice president in that office	But they are stalwart socialists	but they are
Several other banks have similar applications pending	But there is no solid evidence that the Khmer Rouge have changed	but there is no
That means huge travel bills	But lawmakers of both parties agree that the streamlining was temporary	but lawmakers
It is a quick fix for a complex problem	The suit is still pending in Illinois state court	the suit
The legal fight was the subject of a Wall Street Journal story yesterday	Next year may see a drop of one percentage point	next year may see
But weak car sales raise questions about future demand from the auto sector	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed a
Traders can vary their strategies and execute their orders in any one of them	It has some of the highest costs in the league	it has highest costs in the league
Not that oil suddenly is a sure thing again	The current ruble rate has long been out of line with the black market	the current ruble rate black market
But such a combination also presents great risks	No amount of hype will bring viewers back if the shows are weak	no amount of hype will bring
Hanson is a London producer of consumer and other goods	Lackluster returns are one reason	lackluster returns
The announcement fueled speculation for future advances in the shares	Baskets of roses and potted palms adorned his bench	baskets of roses
Pacific First owns Pacific First Federal Savings Banks and other financial services firms	Manville is a building and forest products concern	manville is a
But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	The company is facing a takeover proposal from the financier Sir James Goldsmith	the company is facing a takeover
a nun raising some lovable orphans	This is partly due to the particular demands of the crop	this is partly
The most pressing problem was the suspension of options trading	The key here is the ambition of state Attorney General John Van de Kamp	the key here is the
This misguided policy could not prevent a British trade deficit	This hurts the price of corporate bonds	this hurts the price of
Scientists also are exploring memory and perception with the new machines	Arm troubles forced him back to the minors the next year	arm troubles forced the next year
