demonstration	test_sentence	response
The pool invested idle cash for many state agencies and local governments	Big withdrawals from the junk funds have continued this month	big withdrawals have continued this month
The incident occurred Saturday night	But then they wake up to a nightmare	but then they wake up
Japanese put up with it because the government provided job stability and growing paychecks	Merck is one of the most important stocks in the Major Market Index	merck is one of the most important stocks
But some money managers are doing just that	There is hope of change	there is hope
Chicago has the largest population of citizens of Polish heritage in any city outside Poland	Drug companies lost a major liability case	fail to follow
Parts are a tragedy	That could shove a weak economy into recession	that could shove
It also licenses optically based data storage and retrieval devices	But they will have disappointing returns or even losses if interest rates rise instead	but they will
The appointments are part of a planned succession at the company	Industry observers expect a wide divergence in performance	industry observers expect
The relative calm in Tokyo proved little comfort to markets opening up in Europe	Higher earnings helped some issues	higher earnings helped
Employees wore identification badges listing not only their names but also their dates of hire	That figure has been inching up for several years	that figure has
He said that the research team had no financial stake in the drug	All three funds posted negative returns for the year to date	all three funds posted
The states have their own ideas about regulation and certification	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps
Jacobs is an international engineering and construction concern	The latest rebate is good for all Beretta models	the latest rebate is
But the utility may not continue next year	But the chain is quickly realizing the pitfalls of such endorsements	but the chain is quickly realizing the pitfalls
He had been president of the international operations	Now it is their fellow Turks arriving as refugees from Bulgaria	now it is their
Japanese government bonds showed little change	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners by clients seeking recovery of funds
He has designed furniture and homes as well as commercial and office space	Funds for drilling may inch up more next year if oil prices stay stable	funds for drilling
Athena eventually acquired exclusive rights to the technology and currently is developing it	It was the highest bid in history for a work of art	it was the highest for a work of art
The Fed has assumed a similar responsibility in the market for government securities	But its surprising progress so far holds important lessons for companies in trouble	but its surprising progress
It has more drug users than Boston has people	Reynolds is the third big aluminum company since Friday to report disappointing earnings	reynolds is
Some business analysts blame the problem on tough competition in the insurance market	It added that no discussions about such a sale are under way	it added that no discussions are under way
Kia is reportedly also considering such a plan	His credentials are excellent for the task	his credentials are excellent
Integrated made its announcement after the market closed	His credibility is also on the line in the investment community	his credibility is in the investment community
Futures prices showed modest changes in light trading volume	Poverty remains far more widespread among blacks than other Americans	poverty remains far more widespread than other americans
