demonstration	test_sentence	response
The infusion of activists can bring a clash of cultures	The Environmental Protection Agency is getting a lot out of the Superfund program	the environmental protection agency is getting
We had great success in Somalia	These revised figures also may explain some of the recent strength of the dollar	these revised figures of the dollar
They have about seven candidates	Developers are also eyeing the real estate portfolios of major corporations	developers are
All three funds posted negative returns for the year to date	Corporate due process appeals to management for a variety of reasons	corporate due process appeals
Civil suits against planners by clients seeking recovery of funds are increasingly common	He expects the price for that product to rise even more next year	he expects the price for that product more next year
The appointments are part of a planned succession at the company	Unease is widespread among exchange members	unease is widespread
The education establishment will fight against common sense every inch of the way	Kidder officials stand by their aggressive use of program trading	kidder officials stand by their aggressive use
Hanson is a London producer of consumer and other goods	The plan is subject to approval by the bankruptcy court and others	the plan
Chandler might have been predicting the course of his own career	Bond prices posted strong gains as investors went on a bargain hunt	bond prices posted strong gains
Your paper needs a serious reality check	But some Wall Street executives argue that such fears are unwarranted	but some wall street
Recent data from New York City provide more of the picture	Joanne Lipman contributed to this article	joanne lipman contributed
Their effort has received a lukewarm response from the Justice Department	It also adds to the mystery of the venture	it also adds to the venture
But Trelleborg still must clear some tough hurdles	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume reinvestment
Many fund managers have boosted their cash levels in recent weeks	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note for minority candidates
The engine plant may encompass plans for a joint components venture with Jaguar	Yet he has proved more resilient than any of them	yet he has proved more resilient
Their discomfort is a healthy sign for the rest of us	His credentials are excellent for the task	his credentials are
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	But sophistication has its limits	but sophistication limits
The company rejected those past proposals	Many other brokerage firms had similarly bullish views	many other brokerage firms
He temporarily abandoned his search for the Reuters shares	But they are also talking about new magazines	but they are
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Foreign bonds surged as the dollar weakened against most major currencies	foreign bonds surged as the dollar weakened
Some institutional traders loved the wild ride	New telephone lines posted healthy growth	new telephone lines posted
The Fed has assumed a similar responsibility in the market for government securities	Some funds are posting yields far higher than the average	some funds are posting
Higher earnings helped some issues	And they are a very odd team in any case	and they are
He confers big trading commissions on Wall Street firms	The new rules will allow investors to buy foreign stocks directly	the new rules to buy foreign stocks directly
