demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	19	0	nan
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	25	16	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	14	27	important lessons for companies in trouble[SEP]No one has alleged that the donations
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	24	1	nan
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	15	11	nan
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	28	0	nan
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	0	21	She was the child of relative privilege[SEP] the child of relative privilege[SEP]Merchant banks were stronger across the board
The woman won the bet	the bet	His credentials are excellent for the task	12	0	nan
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	31	31	funds
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	24	27	trouble from the start
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	28	35	been out of line with the black market
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	15	25	Other magazine publishing companies have been moving in the same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	24	16	nan
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	30	21	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	21	19	nan
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	30	30	surged
They have about seven candidates	about seven candidates	The agreement is subject to government approval	0	16	They have about seven candidates[SEP] about seven candidates[SEP]The agreement is subject to government approval
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	28	26	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	0	22	Bolar has denied any wrongdoing[SEP] any wrongdoing[SEP]Demand will come first from programming production companies and then from television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	20	21	union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	0	24	Some even see a silver lining in the dark clouds[SEP] a silver lining[SEP]But the outcome of a legal dispute almost always turns
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	25	19	nan
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	27	19	nan
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	23	17	nan
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	21	18	nan
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	0	21	And the naczelnik shuts his door[SEP] his door[SEP]Some would make even James Bond green with envy
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	27	26	nan
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	17	0	nan
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	19	28	fresh wave of foreign purchases[SEP]Soaring rights fees
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	20	0	nan
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	25	44	Olivetti broke Cocom rules[SEP]The youthful audience for Saturday programming is no longer dependent on the networks
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	11	25	similar move[SEP]This starts in the construction phase through the use of minority contractors
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	22	22	such
