demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	16	0	nan
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	25	16	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	26	31	the donations were by themselves illegal
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	23	0	nan
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	15	nan
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	26	28	a given moment
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	20	0	nan
The woman won the bet	the bet	His credentials are excellent for the task	14	0	nan
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	26	30	the safety of money market
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	26	0	nan
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	33	35	the black market
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	25	the same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	23	24	the Journal
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	20	31	the growth in earnings[SEP]But transportation officials worry that such extraordinary
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	25	the future
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	25	30	the number of new businesses surged
They have about seven candidates	about seven candidates	The agreement is subject to government approval	0	0	They
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	18	29	markets opening up in Europe[SEP]The board expands to seven members
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	0	22	Bolar has denied any wrongdoing[SEP] any wrongdoing[SEP]Demand will come first from programming production companies and then from television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	0	nan
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	26	27	the facts
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	23	21	nan
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	25	0	nan
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	22	17	nan
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	23	0	nan
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	13	18	Some would make even James Bond
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	18	0	nan
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	19	0	nan
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	32	30	nan
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	12	24	the courtroom tables[SEP]The latest rebate is good for all Beretta
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	43	37	nan
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	21	0	nan
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	23	27	a sale are under way
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	19	23	its intraday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	11	14	a psychoanalyst
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	12	25	the picture of health[SEP]The bikes are unwelcome on trails in national parks
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	33	31	nan
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	23	24	the question
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	21	21	trading
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	16	31	a strong presumption against fair use of unpublished materials[SEP]Inflation is at record levels
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	24	26	the proposal confidential
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	29	36	his outlook improved after successful cataract
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	15	20	the average[SEP]But such skills
And many have done just that	just that	This leads to a very special sense of urgency	0	0	And
He visits the same department every two or three weeks	the same department	He can live with little pleasures	11	0	nan
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	17	21	the summer on shoplifting
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	18	24	a definitive agreement and approval by Ideal
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	25	31	a takeover fight has sent Jaguar shares
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	The scientists have experimented on the tiny neck arteries of rats	30	45	a ministry of provisions[SEP]The scientists have experimented on the tiny neck arteries of rats
Wall Street generally likes the industry again	the industry	This bias is in no way deliberate	0	0	Wall
Total return is price changes plus interest income	price changes plus interest income	The bikes are unwelcome on trails in national parks	0	23	Total return is price changes plus interest income[SEP] price changes plus interest income[SEP]The bikes are unwelcome on trails in national parks
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	Judith Valente contributed to this article	30	36	a ministry of provisions[SEP]Judith
Whittle has met some resistance	some resistance	This has led them in a fruitless and destructive policy circle	7	0	nan
Fog shrouded the base before touchdown	the base	The bikes are unwelcome on trails in national parks	0	19	Fog shrouded the base before touchdown[SEP] the base[SEP]The bikes are unwelcome on trails in national parks
One bank stock was a winner	a winner	The company is active in office and residential development in New York	0	0	One
Conner already is shipping its new drives	its new drives	The board expands to seven members	0	0	Con
And it left mixed signals for London	mixed signals	The fund invests mainly in gold and silver bullion	0	20	And it left mixed signals for London[SEP] mixed signals[SEP]The fund invests mainly in gold and silver bullion
Other furriers have also placed more weight on retailing	more weight	At least half that growth will have come in the past three years alone	24	28	the past three years alone
The fund made a similar move earlier this year	a similar move	Glenn Hall contributed to this article	19	0	nan
He previously held posts of senior vice president of compliance and senior vice president and general counsel	posts of senior vice president of compliance and senior vice president and general counsel	For months the resistance has been defenseless against air attack	35	39	the resistance has been def
The executive branch bears the first responsibility for timidity	the first responsibility for timidity	All this is causing convulsions in professional football	19	26	this is causing convulsions in professional
But the firm has never had a day like yesterday	a day like yesterday	The lack of any new cash probably would still leave the banks dissatisfied	26	27	the banks
Then he would move his movement to Europe	his movement	He sits down at the piano and plays	16	0	nan
The pool invested idle cash for many state agencies and local governments	idle cash	The transaction is subject to a definitive agreement and approval by Ideal shareholders	21	27	a definitive agreement and approval by Ideal
The British economy is hardly the picture of health these days	the picture of health	The lack of any new cash probably would still leave the banks dissatisfied	27	28	the banks
That theme has been a recurring one for Soviet military officials for much of this year	a recurring one	He can live with little pleasures	17	0	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	We were out of the box	20	0	nan
But such a combination also presents great risks	great risks	The expansion is subject to approval by federal and Wisconsin environmental regulators	0	23	But such a combination also presents great risks[SEP] great risks[SEP]The expansion is subject to approval by federal and Wisconsin environmental regulators
She was the child of relative privilege	the child of relative privilege	Stock prices fell sharply in active trading	20	20	trading
Athena eventually acquired exclusive rights to the technology and currently is developing it	exclusive rights to the technology	Tom Herman contributed to this article	26	0	nan
