demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	16	19	some analysts remain sour
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	11	19	this very question[SEP]Sonja Steptoe
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	22	24	one has alleged
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	11	24	a clash of cultures[SEP]Some found it on the screen of a personal
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	18	this time around
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	20	23	the state of our
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	20	15	nan
The woman won the bet	the bet	His credentials are excellent for the task	14	7	nan
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	16	24	seven Northern California counties[SEP]Many small investors went
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	16	22	a glorious past[SEP]But the brand
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	15	19	that old ways die hard
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	8	17	three weeks[SEP] the same department[SEP]Other magazine publishing
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	11	24	a silver lining[SEP]Brand loyalty was stronger among older consumers in the Journal
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	18	26	much of the growth in earnings[SEP]But transportation
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	13	13	reports
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	14	30	the lanes[SEP]This occurred partly because of more competition as the number of new businesses surged
They have about seven candidates	about seven candidates	The agreement is subject to government approval	14	0	nan
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	20	29	up in Europe[SEP]The board expands to seven members
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	13	17	first from programming production companies
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	21	the union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	19	21	a legal dispute
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	23	19	nan
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	18	19	the bikes
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	12	20	an acquired taste[SEP]The tape was on tv
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	16	24	the answer lies in the nature of the industry
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	10	17	his door[SEP]Some would make even James
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	18	16	nan
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	19	20	the Fed
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	18	23	a fresh wave of foreign purchases
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	12	25	the courtroom tables[SEP]The latest rebate is good for all Beretta models
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	20	22	a quick investigation
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	17	25	the construction phase through the use of minority contractors
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	23	20	nan
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	19	23	its intraday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	11	17	a psychoanalyst[SEP]Both firms
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	12	18	the picture of health[SEP]The bikes
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	16	23	a strong presumption against fair use of unpublished
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	15	19	the fight[SEP]Sometimes repairs
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	11	21	a hole[SEP]London shares closed moderately lower in thin trading
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	16	23	a strong presumption against fair use of unpublished
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	14	26	the real bill[SEP]It also asked Mesa to keep the proposal confidential
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	18	26	one or more undamaged California refineries
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	15	26	the average[SEP]But such skills were alien to Toni Johnson
And many have done just that	just that	This leads to a very special sense of urgency	13	16	a very special sense
He visits the same department every two or three weeks	the same department	He can live with little pleasures	8	20	three weeks[SEP] the same department[SEP]He can live with little pleasures
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	17	20	the summer on shop
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	18	20	a definitive agreement
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	25	13	nan
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	The scientists have experimented on the tiny neck arteries of rats	17	38	a ministry of provisions[SEP] a ministry for farmers and fishermen instead of a ministry of provisions[SEP]The scientists have experimented
Wall Street generally likes the industry again	the industry	This bias is in no way deliberate	15	17	no way deliberate
Total return is price changes plus interest income	price changes plus interest income	The bikes are unwelcome on trails in national parks	19	16	nan
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	Judith Valente contributed to this article	17	27	a ministry of provisions[SEP] a ministry for farmers and fishermen
Whittle has met some resistance	some resistance	This has led them in a fruitless and destructive policy circle	15	16	a fruit
Fog shrouded the base before touchdown	the base	The bikes are unwelcome on trails in national parks	15	16	on trails
One bank stock was a winner	a winner	The company is active in office and residential development in New York	7	21	a winner[SEP]The company is active in office and residential development in New York
Conner already is shipping its new drives	its new drives	The board expands to seven members	17	17	seven
And it left mixed signals for London	mixed signals	The fund invests mainly in gold and silver bullion	16	18	gold and silver
Other furriers have also placed more weight on retailing	more weight	At least half that growth will have come in the past three years alone	17	25	half that growth will have come in the past
The fund made a similar move earlier this year	a similar move	Glenn Hall contributed to this article	10	16	a similar move[SEP]Glenn Hall
He previously held posts of senior vice president of compliance and senior vice president and general counsel	posts of senior vice president of compliance and senior vice president and general counsel	For months the resistance has been defenseless against air attack	16	18	counsel[SEP] posts
The executive branch bears the first responsibility for timidity	the first responsibility for timidity	All this is causing convulsions in professional football	19	26	this is causing convulsions in professional
But the firm has never had a day like yesterday	a day like yesterday	The lack of any new cash probably would still leave the banks dissatisfied	11	22	a day like yesterday[SEP]The lack of any new cash probably
Then he would move his movement to Europe	his movement	He sits down at the piano and plays	16	19	the piano and plays
The pool invested idle cash for many state agencies and local governments	idle cash	The transaction is subject to a definitive agreement and approval by Ideal shareholders	21	23	a definitive agreement
The British economy is hardly the picture of health these days	the picture of health	The lack of any new cash probably would still leave the banks dissatisfied	12	23	the picture of health[SEP]The lack of any new cash probably
That theme has been a recurring one for Soviet military officials for much of this year	a recurring one	He can live with little pleasures	17	26	a recurring one[SEP]He can live with little pleasures
The infusion of activists can bring a clash of cultures	a clash of cultures	We were out of the box	11	18	a clash of cultures[SEP]We were out
But such a combination also presents great risks	great risks	The expansion is subject to approval by federal and Wisconsin environmental regulators	16	23	to approval by federal and Wisconsin environmental regulators
She was the child of relative privilege	the child of relative privilege	Stock prices fell sharply in active trading	20	20	trading
Athena eventually acquired exclusive rights to the technology and currently is developing it	exclusive rights to the technology	Tom Herman contributed to this article	19	22	the technology[SEP]Tom
The two sides now are accusing each other of lying	each other	The trial begins today in federal court in Philadelphia	15	15	trial
Hostile takeovers are quite a new phenomenon	quite a new phenomenon	Most sleep on the floor	18	16	nan
They note that stocks experienced volatile swings long before futures	volatile swings	The New York company called the lawsuit without merit	19	22	the lawsuit without merit
Funds for drilling may inch up more next year if oil prices stay stable	next year	But New York City general obligation bonds came under selling pressure	16	25	next year[SEP]But New York City general obligation bonds
But Trelleborg still must clear some tough hurdles	some tough hurdles	Everyone falls in love with everyone else	12	19	some tough hurdles[SEP]Everyone falls in love
He said that the research team had no financial stake in the drug	no financial stake in the drug	In the end politics got in the way	18	28	the drug[SEP]In the end politics got in the way
The West Germans then took over and finally found Markus Hess	Markus Hess	The youthful audience for Saturday programming is no longer dependent on the networks	23	27	longer dependent on the networks
Judges will write the real bill as suits roll through the courts	the real bill	Both firms are in New York	14	19	the real bill[SEP]Both firms
It is hoped that other Japanese would then follow the leader	the leader	The fund invests mainly in gold and silver bullion	12	17	the leader[SEP]The fund invests
They note that stocks experienced volatile swings long before futures	volatile swings	He does this in at least three of his solo pieces	20	23	three of his solo
Traders are already buckling their seat belts	their seat belts	The biggest flurry of investor activity came early in the day	10	19	their seat belts[SEP]The biggest flurry of investor activity
And many have done just that	just that	But then they wake up to a nightmare	16	17	a nightmare
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	20	32	the increase in revenue[SEP] sales gains at its Milton Bradley and Plays
It is hoped that other Japanese would then follow the leader	the leader	Not only Californians but all Americans would pay if this thing passed	12	27	the leader[SEP]Not only Californians but all Americans would pay if this thing passed
Traders can vary their strategies and execute their orders in any one of them	their strategies	The figures are at seasonally adjusted annual rates in trillions of dollars	16	31	their strategies[SEP]The figures are at seasonally adjusted annual rates in trillions of dollars
Others had lesser damage and there were no injuries among workers	lesser damage	Prices on the Frankfurt Stock Exchange tumbled in heavy trading	18	26	the Frankfurt Stock Exchange tumbled in heavy trading
Fog shrouded the base before touchdown	the base	Bond prices were little changed in sluggish activity	16	19	changed in sluggish activity
Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	the Tokyo Motor Show	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	14	31	the Tokyo Motor Show[SEP]Democrats had been negotiating with some Republican congressional leaders on a compromise lately
The infusion of activists can bring a clash of cultures	a clash of cultures	This of course led to disaster in New York City	11	24	a clash of cultures[SEP]This of course led to disaster in New York
The struggle over capital gains is the most important game in town	the most important game in town	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	13	30	the most important game in town[SEP]The lonely woman walks on in the direction of the Plaza
And the naczelnik shuts his door	his door	The scientists have experimented on the tiny neck arteries of rats	18	16	nan
The struggle over capital gains is the most important game in town	the most important game in town	The result is that the unthinkable and illogical are happening	13	28	the most important game in town[SEP]The result is that the unthinkable and illogical
Labor problems top the list	the list	The interviews took place two years ago	13	0	nan
Bolar has denied any wrongdoing	any wrongdoing	Glenn Hall contributed to this article	15	16	this article
They have about seven candidates	about seven candidates	The stock market reacted strongly to the news	16	17	the news
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	The biggest flurry of investor activity came early in the day	14	18	its hospital supply and home
Some funds are posting yields far higher than the average	yields far higher than the average	Institutional investors mostly remained on the sidelines Tuesday	15	21	the average[SEP]Institutional investors mostly
The company outpaced much of the chemical industry as annual profit grew fivefold in two years	much of the chemical industry	Some companies are cutting costs and hoping for the best	13	26	fivefold in two years[SEP] much of the chemical industry[SEP]Some companies
The resulting stockpiling has depressed the market	the market	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	20	18	nan
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	It expects any impact on its business to be slight	19	23	any impact on its business
And many have done just that	just that	He will remain on the Banc One board	14	16	the Banc
The fund made a similar move earlier this year	a similar move	Rents have soared along with house prices	10	20	a similar move[SEP]Rents have soared along with house
Total return is price changes plus interest income	price changes plus interest income	Peter Pae in Pittsburgh contributed to this article	16	19	Pae in Pittsburgh
Bolar has denied any wrongdoing	any wrongdoing	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	14	20	a takeover fight has sent Jaguar shares
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	the company	They speak volumes about the state of our society at a given moment	15	25	the company[SEP]They speak volumes about the state of our
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	His boss complained about neglect of other chores	12	27	the larger group[SEP] smaller technology companies[SEP]His boss complained about neglect of other chores
Americans may not be so lucky the next time	the next time	The agreement is subject to completion of a definitive amendment and appropriate approvals	21	26	a definitive amendment and appropriate approvals
Last week the British displayed unusual political immaturity	unusual political immaturity	The company is active in office and residential development in New York	14	28	aturity[SEP]The company is active in office and residential development in New York
There were no major Eurobond or foreign bond offerings in Europe Friday	no major Eurobond or foreign bond offerings	Laurie McGinley contributed to this article	15	23	no major Eurobond or foreign bond offerings
Van Nghe quickly made influential enemies	influential enemies	Yet her intensity stops and starts with the music	12	19	her intensity stops and starts with the music
She held her fire with her first production at the Trinity earlier this season	her fire	Panic frequently results in irrational behavior	15	23	her fire[SEP]Panic frequently results in irrational
The British economy is hardly the picture of health these days	the picture of health	Such animosity could prove pivotal in the union vote	12	25	the picture of health[SEP]Such animosity could prove pivotal in the union vote
Maybe it was their peculiar sense of history	their peculiar sense of history	But then the noise turned into a roar	21	22	a roar
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	It shows a boy hurling rocks at a street lamp	20	32	the increase in revenue[SEP] sales gains at its Milton Bradley and Plays
Whittle has met some resistance	some resistance	For months the resistance has been defenseless against air attack	12	18	the resistance has been defenseless
We are the producers of that movie	the producers of that movie	The dollar gained against most foreign currencies	17	20	against most foreign currencies
The Northeast has been holding its own in the population race	its own	But some analysts remain sour on the company	16	19	some analysts remain sour
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	The four lawyers climbed out from under a table	21	22	four lawyers
Their ridicule of him is no substitute for argument	no substitute for argument	Some would make even James Bond green with envy	17	19	make even James
And it left mixed signals for London	mixed signals	His interest in the natural environment dates from his youth	14	19	the natural environment dates from his
But the firm has never had a day like yesterday	a day like yesterday	The dollar rose modestly against most major currencies	11	24	a day like yesterday[SEP]The dollar rose modestly against most major currencies
Magazine publishers are facing spiraling costs and a glut of new titles	spiraling costs and a glut of new titles	Glenn Hall contributed to this article	18	26	a glut of new titles[SEP]Glenn Hall
The trust will issue the certificates	the certificates	This has led them in a fruitless and destructive policy circle	15	16	a fruit
And many have done just that	just that	The company develops and markets products for the food service industry	17	18	the food
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The uncertainty is sending shivers through Brazilian financial markets	13	13	reports
And CenTrust has other problems	other problems	The post had been vacant for more than a year	19	19	a
But weak car sales raise questions about future demand from the auto sector	questions about future demand from the auto sector	People have been very respectful of each other	19	27	the auto sector[SEP]People have been very respectful
Their ridicule of him is no substitute for argument	no substitute for argument	The stock market is certainly not too big for the Fed to handle	20	25	not too big for the Fed
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	Buyers stepped in to the futures pit	14	18	its hospital supply and home
He visits the same department every two or three weeks	the same department	Both issues are among the most popular with individual investors	19	24	the most popular with individual investors
The merger requires the approval of Norwegian authorities	the approval of Norwegian authorities	Inco shares fell after the announcements	20	21	the announcements
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	That went over the permissible line for warm and fuzzy feelings	18	26	much of the growth in earnings[SEP]That went
It also will hand Unilab new markets	new markets	Abortion via the pill is far more of an ordeal than conventional surgical abortion	16	17	the pill
Bolar has denied any wrongdoing	any wrongdoing	The talks came as Lebanese negotiations on political changes appeared deadlocked	15	15	negotiations
The House bill also distorts economic efficiency in all sorts of perverse ways	economic efficiency	He does this in at least three of his solo pieces	24	27	three of his solo
Others had lesser damage and there were no injuries among workers	lesser damage	The battle for customer loyalty is evident along the Cobb Parkway strip	16	24	battle for customer loyalty is evident along the Cobb
Most other states have enacted similar bans	similar bans	The remainder of the house leans precariously against a sturdy oak tree	21	15	nan
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	London shares closed moderately lower in thin trading	18	35	one or more undamaged California refineries[SEP]London shares closed moderately lower in thin trading
No sophisticated professional expects economists to be right all the time	all the time	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	13	31	the time[SEP]That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures
He had been vice president in that office	vice president in that office	The dollar rose against the Swiss and French francs	19	23	the Swiss and French franc
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	They lied to me on the recruiting trip	18	26	one or more undamaged California refineries
Van Nghe quickly made influential enemies	influential enemies	Tom Herman contributed to this article	15	16	this article
It also inevitably leaves a residue of shareholder lawsuits	a residue of shareholder lawsuits	We were out of the box	10	14	a residue of shareholder lawsuits
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	Most sleep on the floor	18	29	one or more undamaged California refineries[SEP]Most sleep
The suit seeks unspecified damages	unspecified damages	The lack of any new cash probably would still leave the banks dissatisfied	19	19	the
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The state can also bar Drexel as an investment adviser	20	35	up in Europe[SEP]The state can also bar Drexel as an investment adviser
She was the child of relative privilege	the child of relative privilege	She has also served on several task forces on acquired immune deficiency syndrome	19	23	several task forces on acquired
The West Germans then took over and finally found Markus Hess	Markus Hess	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	12	30	Markus Hess[SEP]That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures
He visits the same department every two or three weeks	the same department	Two workers died and six remain in the hospital	19	23	six remain in the hospital
The failed rights issue also should have a modest impact on British Air shares	a modest impact on British Air shares	The stock market is certainly not too big for the Fed to handle	15	21	a modest impact on British Air shares
The West Germans then took over and finally found Markus Hess	Markus Hess	Revenue doubled from two years ago	19	17	nan
The pool invested idle cash for many state agencies and local governments	idle cash	The bond market was unmoved by the economic statistics	17	21	bond market was unmoved
The egg producers also lobbied the Food and Drug Administration	the Food and Drug Administration	This kind of contingency analysis is common in war planning and business planning	11	26	the Food and Drug Administration[SEP]This kind of contingency analysis is common in war planning
The success of newcomer SsangYong Motor shows the strength of the auto market and its growing diversity	the strength of the auto market and its growing diversity	The dollar rose modestly against most major currencies	14	41	the auto market and its growing diversity[SEP] the strength of the auto market and its growing diversity[SEP]The dollar rose modestly against most major currencies
The Bakersfield Supermarket went out of business last May	last May	Business was slow because many companies were closed yesterday	20	24	many companies were closed yesterday
We are the producers of that movie	the producers of that movie	The case went on appeal to the Second Circuit	20	16	nan
But such a combination also presents great risks	great risks	The biggest flurry of investor activity came early in the day	21	17	nan
He visits the same department every two or three weeks	the same department	But critics consider the changes regressive	18	17	nan
She was the child of relative privilege	the child of relative privilege	But some Wall Street executives argue that such fears are unwarranted	15	22	some Wall Street executives argue that such fears
She held her fire with her first production at the Trinity earlier this season	her fire	But attendance is down from previous years	15	15	her
Arm troubles forced him back to the minors the next year	the next year	The board expands to seven members	20	20	seven
Aussedat Rey is a leading French maker of copying and electronic printing paper	a leading French maker of copying and electronic printing paper	It all adds up to a cold winter here	16	24	a leading French maker of copying and electronic printing
The struggle over capital gains is the most important game in town	the most important game in town	Two workers died and six remain in the hospital	13	28	the most important game in town[SEP]Two workers died and six remain in the hospital
The infusion of activists can bring a clash of cultures	a clash of cultures	The board will be made up of seven directors of each holding company	11	24	a clash of cultures[SEP]The board will be made up of seven directors
It was a Friday in June	a Friday in June	Glenn Hall contributed to this article	17	18	this article
This is not the case	the case	Motorola is in good company	0	0	This
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	Yet he has proved more resilient than any of them	12	18	the larger group[SEP] smaller technology companies
Whittle has met some resistance	some resistance	Inflation is at record levels	13	14	at record
