demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	21	19	nan
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	25	19	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	30	31	themselves illegal
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	23	25	a personal computer
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	0	15	They have about seven candidates[SEP] about seven candidates[SEP]But funds generally are better prepared
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	26	18	nan
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	20	12	nan
The woman won the bet	the bet	His credentials are excellent for the task	14	15	the task
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	26	31	the safety of money market funds
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	26	24	nan
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	33	23	nan
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	25	the same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	21	25	consumers in the Journal survey
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	37	31	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	12	nan
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	25	29	the number of new businesses
They have about seven candidates	about seven candidates	The agreement is subject to government approval	0	16	They have about seven candidates[SEP] about seven candidates[SEP]The agreement is subject to government approval
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	28	28	seven
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	13	22	first from programming production companies and then from television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	21	the union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	26	21	nan
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	23	28	an even greater clutter of commercials
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	25	27	the high country
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	22	23	the night
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	23	24	the industry
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	16	21	even James Bond green with envy
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	18	26	the other is becoming too powerful and too vertically
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	19	0	nan
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	32	35	an even greater clutter
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	23	24	Beretta
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	43	41	nan
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	21	28	the use of minority contractors and local workers
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	23	23	a
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	17	21	finished at its intrad
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	0	9	He sees a psychoanalyst five mornings a week
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	25	20	nan
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	37	31	nan
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	23	19	nan
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	20	20	thin
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	30	30	record
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	24	26	the proposal confidential
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	29	30	his outlook
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	25	25	oni
And many have done just that	just that	This leads to a very special sense of urgency	13	0	nan
He visits the same department every two or three weeks	the same department	He can live with little pleasures	19	20	little pleasures
