demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	11	0	nan
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	23	19	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	30	15	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	21	21	screen
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	12	0	nan
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	18	28	volumes about the state of our society at a given moment
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	11	21	relative privilege[SEP]Merchant banks were stronger across the board
The woman won the bet	the bet	His credentials are excellent for the task	0	10	The woman won the bet[SEP] the bet[SEP]His credentials
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	13	31	disaster declaration covering seven Northern California counties[SEP]Many small investors went for the safety of money market funds
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	0	0	Such
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	31	35	line with the black market
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	24	25	same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	18	25	stronger among older consumers in the Journal survey
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	30	32	such extraordinary measures
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	0	19	The service supplies weekly reports on school and college construction plans[SEP] weekly reports on school and college construction plans
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	15	29	lanes[SEP]This occurred partly because of more competition as the number of new businesses
They have about seven candidates	about seven candidates	The agreement is subject to government approval	0	16	They have about seven candidates[SEP] about seven candidates[SEP]The agreement is subject to government approval
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	26	25	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	22	22	stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	13	21	Such animosity could prove pivotal in the union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	23	27	always turns on the facts
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	24	18	nan
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	21	19	nan
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	0	20	Most British programming is more of an acquired taste[SEP] more of an acquired taste[SEP]The tape was on tv
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	0	21	Americans may not be so lucky the next time[SEP] the next time[SEP]Part of the answer lies in the nature
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	21	21	envy
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	26	16	nan
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	14	22	certainly not too big for the Fed to handle
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	33	27	nan
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	24	25	tta models
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	33	34	youthful audience
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	11	24	similar move[SEP]This starts in the construction phase through the use of minority
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	22	20	nan
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	21	23	raday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	16	0	nan
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	24	22	nan
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	30	24	nan
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	0	19	The complicated language in the huge new law has muddied the fight[SEP] the fight[SEP]Sometimes repairs
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	17	20	moderately lower in thin
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	0	30	Still the Salinger decision created a strong presumption against fair use of unpublished materials[SEP] a strong presumption against fair use of unpublished materials[SEP]Inflation is at record
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	19	25	also asked Mesa to keep the proposal
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	23	30	aged California refineries[SEP]And his outlook
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	19	20	such skills
And many have done just that	just that	This leads to a very special sense of urgency	0	16	And many have done just that[SEP] just that[SEP]This leads to a very special sense
He visits the same department every two or three weeks	the same department	He can live with little pleasures	12	20	same department[SEP]He can live with little pleasures
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	20	22	shoplifting charges
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	19	22	definitive agreement and approval
