demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	0	17	Their ridicule of him is no substitute for argument[SEP] no substitute for argument[SEP]But some analysts
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	15	19	Sonja Steptoe
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	0	31	But its surprising progress so far holds important lessons for companies in trouble[SEP] important lessons for companies in trouble[SEP]No one has alleged that the donations were by themselves illegal
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	0	25	The infusion of activists can bring a clash of cultures[SEP] a clash of cultures[SEP]Some found it on the screen of a personal computer
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	0	0	They
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	0	18	The House version of the bill does include the tax cut[SEP] the tax cut[SEP]They speak volumes
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	21	15	nan
The woman won the bet	the bet	His credentials are excellent for the task	0	15	The woman won the bet[SEP] the bet[SEP]His credentials are excellent for the task
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	0	31	President Bush signed a disaster declaration covering seven Northern California counties[SEP] a disaster declaration covering seven Northern California counties[SEP]Many small investors went for the safety of money market funds
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	10	24	hint of a troubled present[SEP] a glorious past[SEP]But the brand had trouble
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	1	35	guyen Van Chan is living proof that old ways die hard[SEP] living proof that old ways die hard[SEP]The current ruble rate has long been out of line with the black market
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	0	21	He visits the same department every two or three weeks[SEP] the same department[SEP]Other magazine publishing companies have been moving
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	24	21	nan
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	27	32	officials worry that such extraordinary measures
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	17	18	college construction
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	0	29	He hit the lanes three years ago on the advice of his doctor[SEP] the lanes[SEP]This occurred partly because of more competition as the number of new businesses
They have about seven candidates	about seven candidates	The agreement is subject to government approval	15	0	nan
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	29	26	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	21	22	television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	21	20	nan
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	0	27	Some even see a silver lining in the dark clouds[SEP] a silver lining[SEP]But the outcome of a legal dispute almost always turns on the facts
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	21	28	lead to an even greater clutter of commercials
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	10	19	president in that office[SEP]The majority of the bikes
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	17	20	tape was on tv
