demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	21	21	the
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	25	15	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	26	26	the
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	20	20	the
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	0	nan
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	20	20	the
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	20	20	the
The woman won the bet	the bet	His credentials are excellent for the task	14	1	nan
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	26	26	the
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	26	26	the
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	33	33	the
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	23	the
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	23	23	the
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	20	20	the
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	24	the
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	25	25	the
They have about seven candidates	about seven candidates	The agreement is subject to government approval	14	0	nan
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	27	25	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	7	1	nan
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	19	the
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	26	26	the
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	23	28	an even greater clutter of commercials
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	25	25	the
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	22	22	the
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	23	23	the
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	10	0	nan
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	18	18	the
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	19	19	the
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	18	37	a fresh wave of foreign purchases[SEP]Soaring rights fees will lead to an even greater clutter of commercials
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	12	24	the courtroom tables[SEP]The latest rebate is good for all Beretta
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	43	43	the
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	21	21	the
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	12	0	nan
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	19	23	its intraday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	11	0	nan
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	12	25	the picture of health[SEP]The bikes are unwelcome on trails in national parks
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	33	33	the
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	23	23	the
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	11	0	nan
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	16	23	a strong presumption against fair use of unpublished
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	24	24	the
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	29	34	his outlook improved after successful cat
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	15	22	the average[SEP]But such skills were alien
And many have done just that	just that	This leads to a very special sense of urgency	13	0	nan
He visits the same department every two or three weeks	the same department	He can live with little pleasures	11	0	nan
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	17	17	the
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	18	25	a definitive agreement and approval by Ideal shareholders
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	25	32	a takeover fight has sent Jaguar shares soaring
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	The scientists have experimented on the tiny neck arteries of rats	40	45	the tiny neck arteries of rats
Wall Street generally likes the industry again	the industry	This bias is in no way deliberate	8	0	nan
Total return is price changes plus interest income	price changes plus interest income	The bikes are unwelcome on trails in national parks	21	23	in national parks
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	Judith Valente contributed to this article	22	27	a ministry for farmers and fishermen
Whittle has met some resistance	some resistance	This has led them in a fruitless and destructive policy circle	15	0	nan
Fog shrouded the base before touchdown	the base	The bikes are unwelcome on trails in national parks	8	19	the base[SEP]The bikes are unwelcome on trails in national parks
One bank stock was a winner	a winner	The company is active in office and residential development in New York	7	0	nan
Conner already is shipping its new drives	its new drives	The board expands to seven members	0	0	Con
And it left mixed signals for London	mixed signals	The fund invests mainly in gold and silver bullion	0	0	And
Other furriers have also placed more weight on retailing	more weight	At least half that growth will have come in the past three years alone	24	24	the
The fund made a similar move earlier this year	a similar move	Glenn Hall contributed to this article	19	15	nan
He previously held posts of senior vice president of compliance and senior vice president and general counsel	posts of senior vice president of compliance and senior vice president and general counsel	For months the resistance has been defenseless against air attack	35	35	the
The executive branch bears the first responsibility for timidity	the first responsibility for timidity	All this is causing convulsions in professional football	11	23	the first responsibility for timidity[SEP]All this is causing convuls
But the firm has never had a day like yesterday	a day like yesterday	The lack of any new cash probably would still leave the banks dissatisfied	26	26	the
Then he would move his movement to Europe	his movement	He sits down at the piano and plays	16	0	nan
The pool invested idle cash for many state agencies and local governments	idle cash	The transaction is subject to a definitive agreement and approval by Ideal shareholders	21	28	a definitive agreement and approval by Ideal shareholders
The British economy is hardly the picture of health these days	the picture of health	The lack of any new cash probably would still leave the banks dissatisfied	27	27	the
That theme has been a recurring one for Soviet military officials for much of this year	a recurring one	He can live with little pleasures	17	0	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	We were out of the box	20	20	the
But such a combination also presents great risks	great risks	The expansion is subject to approval by federal and Wisconsin environmental regulators	16	0	nan
She was the child of relative privilege	the child of relative privilege	Stock prices fell sharply in active trading	8	0	nan
Athena eventually acquired exclusive rights to the technology and currently is developing it	exclusive rights to the technology	Tom Herman contributed to this article	19	19	the
The two sides now are accusing each other of lying	each other	The trial begins today in federal court in Philadelphia	0	5	The two sides now are accusing
Hostile takeovers are quite a new phenomenon	quite a new phenomenon	Most sleep on the floor	18	18	the
They note that stocks experienced volatile swings long before futures	volatile swings	The New York company called the lawsuit without merit	19	19	the
Funds for drilling may inch up more next year if oil prices stay stable	next year	But New York City general obligation bonds came under selling pressure	20	0	nan
But Trelleborg still must clear some tough hurdles	some tough hurdles	Everyone falls in love with everyone else	12	0	nan
He said that the research team had no financial stake in the drug	no financial stake in the drug	In the end politics got in the way	27	27	the
The West Germans then took over and finally found Markus Hess	Markus Hess	The youthful audience for Saturday programming is no longer dependent on the networks	26	26	the
Judges will write the real bill as suits roll through the courts	the real bill	Both firms are in New York	14	0	nan
It is hoped that other Japanese would then follow the leader	the leader	The fund invests mainly in gold and silver bullion	12	0	nan
They note that stocks experienced volatile swings long before futures	volatile swings	He does this in at least three of his solo pieces	16	0	nan
Traders are already buckling their seat belts	their seat belts	The biggest flurry of investor activity came early in the day	23	23	the
And many have done just that	just that	But then they wake up to a nightmare	16	0	nan
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	20	20	the
It is hoped that other Japanese would then follow the leader	the leader	Not only Californians but all Americans would pay if this thing passed	12	0	nan
Traders can vary their strategies and execute their orders in any one of them	their strategies	The figures are at seasonally adjusted annual rates in trillions of dollars	11	1	nan
Others had lesser damage and there were no injuries among workers	lesser damage	Prices on the Frankfurt Stock Exchange tumbled in heavy trading	18	18	the
Fog shrouded the base before touchdown	the base	Bond prices were little changed in sluggish activity	8	0	nan
Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	the Tokyo Motor Show	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	14	0	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	This of course led to disaster in New York City	11	1	nan
The struggle over capital gains is the most important game in town	the most important game in town	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	26	26	the
And the naczelnik shuts his door	his door	The scientists have experimented on the tiny neck arteries of rats	18	23	the tiny neck arteries of rats
The struggle over capital gains is the most important game in town	the most important game in town	The result is that the unthinkable and illogical are happening	24	24	the
Labor problems top the list	the list	The interviews took place two years ago	6	0	nan
Bolar has denied any wrongdoing	any wrongdoing	Glenn Hall contributed to this article	15	1	nan
They have about seven candidates	about seven candidates	The stock market reacted strongly to the news	16	0	nan
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	The biggest flurry of investor activity came early in the day	32	32	the
Some funds are posting yields far higher than the average	yields far higher than the average	Institutional investors mostly remained on the sidelines Tuesday	24	24	the
The company outpaced much of the chemical industry as annual profit grew fivefold in two years	much of the chemical industry	Some companies are cutting costs and hoping for the best	21	33	the chemical industry[SEP]Some companies are cutting costs and hoping for the
The resulting stockpiling has depressed the market	the market	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	23	23	the
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	It expects any impact on its business to be slight	19	0	nan
And many have done just that	just that	He will remain on the Banc One board	14	0	nan
The fund made a similar move earlier this year	a similar move	Rents have soared along with house prices	10	17	a similar move[SEP]Rents have soared
Total return is price changes plus interest income	price changes plus interest income	Peter Pae in Pittsburgh contributed to this article	22	15	nan
Bolar has denied any wrongdoing	any wrongdoing	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	14	21	a takeover fight has sent Jaguar shares soaring
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	the company	They speak volumes about the state of our society at a given moment	22	22	the
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	His boss complained about neglect of other chores	12	20	the larger group[SEP] smaller technology companies[SEP]His
Americans may not be so lucky the next time	the next time	The agreement is subject to completion of a definitive amendment and appropriate approvals	21	0	nan
Last week the British displayed unusual political immaturity	unusual political immaturity	The company is active in office and residential development in New York	2	0	nan
There were no major Eurobond or foreign bond offerings in Europe Friday	no major Eurobond or foreign bond offerings	Laurie McGinley contributed to this article	33	0	nan
Van Nghe quickly made influential enemies	influential enemies	Yet her intensity stops and starts with the music	18	18	the
She held her fire with her first production at the Trinity earlier this season	her fire	Panic frequently results in irrational behavior	9	18	the Trinity earlier this season[SEP] her fire[SEP]Pan
The British economy is hardly the picture of health these days	the picture of health	Such animosity could prove pivotal in the union vote	23	23	the
Maybe it was their peculiar sense of history	their peculiar sense of history	But then the noise turned into a roar	17	22	the noise turned into a roar
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	It shows a boy hurling rocks at a street lamp	20	20	the
Whittle has met some resistance	some resistance	For months the resistance has been defenseless against air attack	12	0	nan
We are the producers of that movie	the producers of that movie	The dollar gained against most foreign currencies	8	0	nan
The Northeast has been holding its own in the population race	its own	But some analysts remain sour on the company	21	21	the
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	The four lawyers climbed out from under a table	27	23	nan
Their ridicule of him is no substitute for argument	no substitute for argument	Some would make even James Bond green with envy	10	0	nan
And it left mixed signals for London	mixed signals	His interest in the natural environment dates from his youth	14	0	nan
But the firm has never had a day like yesterday	a day like yesterday	The dollar rose modestly against most major currencies	11	0	nan
Magazine publishers are facing spiraling costs and a glut of new titles	spiraling costs and a glut of new titles	Glenn Hall contributed to this article	18	0	nan
The trust will issue the certificates	the certificates	This has led them in a fruitless and destructive policy circle	15	8	nan
And many have done just that	just that	The company develops and markets products for the food service industry	17	0	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The uncertainty is sending shivers through Brazilian financial markets	0	26	The service supplies weekly reports on school and college construction plans[SEP] weekly reports on school and college construction plans[SEP]The uncertainty is sending shivers
And CenTrust has other problems	other problems	The post had been vacant for more than a year	19	0	nan
But weak car sales raise questions about future demand from the auto sector	questions about future demand from the auto sector	People have been very respectful of each other	19	19	the
Their ridicule of him is no substitute for argument	no substitute for argument	The stock market is certainly not too big for the Fed to handle	24	24	the
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	Buyers stepped in to the futures pit	28	28	the
He visits the same department every two or three weeks	the same department	Both issues are among the most popular with individual investors	19	19	the
The merger requires the approval of Norwegian authorities	the approval of Norwegian authorities	Inco shares fell after the announcements	20	20	the
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	That went over the permissible line for warm and fuzzy feelings	28	28	the
It also will hand Unilab new markets	new markets	Abortion via the pill is far more of an ordeal than conventional surgical abortion	16	16	the
Bolar has denied any wrongdoing	any wrongdoing	The talks came as Lebanese negotiations on political changes appeared deadlocked	7	1	nan
The House bill also distorts economic efficiency in all sorts of perverse ways	economic efficiency	He does this in at least three of his solo pieces	20	12	nan
Others had lesser damage and there were no injuries among workers	lesser damage	The battle for customer loyalty is evident along the Cobb Parkway strip	23	23	the
Most other states have enacted similar bans	similar bans	The remainder of the house leans precariously against a sturdy oak tree	14	23	the house leans precariously against a sturdy oak
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	London shares closed moderately lower in thin trading	18	0	nan
No sophisticated professional expects economists to be right all the time	all the time	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	13	0	nan
He had been vice president in that office	vice president in that office	The dollar rose against the Swiss and French francs	19	19	the
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	They lied to me on the recruiting trip	33	33	the
Van Nghe quickly made influential enemies	influential enemies	Tom Herman contributed to this article	15	0	nan
It also inevitably leaves a residue of shareholder lawsuits	a residue of shareholder lawsuits	We were out of the box	20	20	the
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	Most sleep on the floor	31	31	the
The suit seeks unspecified damages	unspecified damages	The lack of any new cash probably would still leave the banks dissatisfied	19	19	the
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The state can also bar Drexel as an investment adviser	33	1	nan
She was the child of relative privilege	the child of relative privilege	She has also served on several task forces on acquired immune deficiency syndrome	8	0	nan
The West Germans then took over and finally found Markus Hess	Markus Hess	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	20	2	nan
He visits the same department every two or three weeks	the same department	Two workers died and six remain in the hospital	22	22	the
The failed rights issue also should have a modest impact on British Air shares	a modest impact on British Air shares	The stock market is certainly not too big for the Fed to handle	32	32	the
The West Germans then took over and finally found Markus Hess	Markus Hess	Revenue doubled from two years ago	0	2	The West Germans
The pool invested idle cash for many state agencies and local governments	idle cash	The bond market was unmoved by the economic statistics	23	23	the
The egg producers also lobbied the Food and Drug Administration	the Food and Drug Administration	This kind of contingency analysis is common in war planning and business planning	11	0	nan
The success of newcomer SsangYong Motor shows the strength of the auto market and its growing diversity	the strength of the auto market and its growing diversity	The dollar rose modestly against most major currencies	25	25	the
The Bakersfield Supermarket went out of business last May	last May	Business was slow because many companies were closed yesterday	0	2	The Bakers
We are the producers of that movie	the producers of that movie	The case went on appeal to the Second Circuit	20	20	the
But such a combination also presents great risks	great risks	The biggest flurry of investor activity came early in the day	21	21	the
He visits the same department every two or three weeks	the same department	But critics consider the changes regressive	18	18	the
She was the child of relative privilege	the child of relative privilege	But some Wall Street executives argue that such fears are unwarranted	8	0	nan
She held her fire with her first production at the Trinity earlier this season	her fire	But attendance is down from previous years	9	0	nan
Arm troubles forced him back to the minors the next year	the next year	The board expands to seven members	12	0	nan
Aussedat Rey is a leading French maker of copying and electronic printing paper	a leading French maker of copying and electronic printing paper	It all adds up to a cold winter here	32	34	a cold winter
The struggle over capital gains is the most important game in town	the most important game in town	Two workers died and six remain in the hospital	27	27	the
The infusion of activists can bring a clash of cultures	a clash of cultures	The board will be made up of seven directors of each holding company	11	24	a clash of cultures[SEP]The board will be made up of seven directors
It was a Friday in June	a Friday in June	Glenn Hall contributed to this article	17	0	nan
This is not the case	the case	Motorola is in good company	6	0	nan
