demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	16	19	some analysts remain sour
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	25	13	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	22	27	one has alleged that the donations
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	23	15	nan
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	17	this time
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	21	24	state of our society
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	18	21	stronger across the board
The woman won the bet	the bet	His credentials are excellent for the task	14	15	the task
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	16	29	seven Northern California counties[SEP]Many small investors went for the safety of money
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	21	22	the brand
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	27	25	nan
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	25	the same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	18	16	nan
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	37	27	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	19	nan
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	22	26	more competition as the number
They have about seven candidates	about seven candidates	The agreement is subject to government approval	16	16	approval
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	28	28	seven
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	13	22	first from programming production companies and then from television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	21	the union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	16	27	the outcome of a legal dispute almost always turns on the facts
