demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	16	22	some analysts remain sour on the company
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	25	26	this article
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	22	27	one has alleged that the donations
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	23	21	nan
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	17	this time
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	19	24	about the state of our society
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	18	21	stronger across the board
The woman won the bet	the bet	His credentials are excellent for the task	14	15	the task
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	26	23	nan
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	21	24	the brand had trouble
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	33	35	the black market
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	25	the same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	18	25	stronger among older consumers in the Journal survey
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	31	34	extraordinary measures and cooperation
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	19	nan
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	22	29	more competition as the number of new businesses
They have about seven candidates	about seven candidates	The agreement is subject to government approval	15	16	government approval
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	28	18	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	21	22	television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	21	the union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	19	24	a legal dispute almost always turns
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	25	28	greater clutter of commercials
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	25	27	the high country
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	22	23	the night
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	20	24	the nature of the industry
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	16	21	even James Bond green with envy
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	18	16	nan
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	19	22	the Fed to handle
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	34	37	greater clutter of commercials
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	22	25	all Beretta models
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	39	34	nan
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	21	19	nan
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	19	27	no discussions about such a sale are under way
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	19	23	its intraday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	11	17	a psychoanalyst[SEP]Both firms
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	20	25	unwelcome on trails in national parks
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	37	34	nan
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	23	19	nan
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	17	21	moderately lower in thin trading
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	30	31	record levels
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	24	25	the proposal
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	39	37	nan
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	22	20	nan
And many have done just that	just that	This leads to a very special sense of urgency	13	18	a very special sense of urgency
He visits the same department every two or three weeks	the same department	He can live with little pleasures	19	20	little pleasures
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	17	22	the summer on shoplifting charges
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	18	25	a definitive agreement and approval by Ideal shareholders
