demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	0	13	Their ridicule of him is no substitute for argument[SEP] no substitute for argument
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	19	19	oe
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	22	27	one has alleged that the donations
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	23	25	a personal computer
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	0	nan
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	26	13	nan
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	8	21	the child of relative privilege[SEP]Merchant banks were stronger across the board
The woman won the bet	the bet	His credentials are excellent for the task	14	15	the task
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	12	29	a disaster declaration covering seven Northern California counties[SEP]Many small investors went for the safety of money
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	16	27	a glorious past[SEP]But the brand had trouble from the start
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	14	35	proof that old ways die hard[SEP]The current ruble rate has long been out of line with the black market
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	11	25	the same department[SEP]Other magazine publishing companies have been moving in the same direction
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	11	25	a silver lining[SEP]Brand loyalty was stronger among older consumers in the Journal survey
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	0	23	The company attributed much of the growth in earnings to increased demand for its systems productivity software[SEP] much of the growth in earnings
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	0	25	The service supplies weekly reports on school and college construction plans[SEP] weekly reports on school and college construction plans[SEP]That is for the future
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	8	30	the advice of his doctor[SEP] the lanes[SEP]This occurred partly because of more competition as the number of new businesses surged
They have about seven candidates	about seven candidates	The agreement is subject to government approval	0	0	They
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	0	29	The relative calm in Tokyo proved little comfort to markets opening up in Europe[SEP] little comfort to markets opening up in Europe[SEP]The board expands to seven members
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	13	22	first from programming production companies and then from television stations
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	20	the union
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	19	27	a legal dispute almost always turns on the facts
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	23	26	an even greater clutter
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	0	27	He had been vice president in that office[SEP] vice president in that office[SEP]The majority of the bikes never even make it into the high country
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	12	23	an acquired taste[SEP]The tape was on tv before the night
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	10	24	the next time[SEP]Part of the answer lies in the nature of the industry
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	10	21	his door[SEP]Some would make even James Bond green with envy
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	0	16	Her story is becoming part of local folklore[SEP] part of local folklore[SEP]Each company worries
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	7	0	nan
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	18	22	a fresh wave of foreign
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	12	25	the courtroom tables[SEP]The latest rebate is good for all Beretta models
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	20	34	a quick investigation into whether Olivetti broke Cocom rules[SEP]The youthful audience
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	10	28	a similar move[SEP]This starts in the construction phase through the use of minority contractors and local workers
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	23	13	nan
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	0	23	Others had lesser damage and there were no injuries among workers[SEP] lesser damage[SEP]The dollar finished at its intraday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	11	0	nan
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	12	25	the picture of health[SEP]The bikes are unwelcome on trails in national parks
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	16	34	a strong presumption against fair use of unpublished materials[SEP]The Old Crowd is deeply concerned by the backlash
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	12	24	the fight[SEP] the fight[SEP]Sometimes repairs are out of the question
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	11	21	a hole[SEP]London shares closed moderately lower in thin trading
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	16	30	a strong presumption against fair use of unpublished materials[SEP]Inflation is at record
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	11	25	the courts[SEP] the real bill[SEP]It also asked Mesa to keep the proposal
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	18	35	one or more undamaged California refineries[SEP]And his outlook improved after successful catar
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	15	20	the average[SEP]But such skills
And many have done just that	just that	This leads to a very special sense of urgency	13	16	a very special sense
He visits the same department every two or three weeks	the same department	He can live with little pleasures	11	20	the same department[SEP]He can live with little pleasures
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	17	20	the summer on shop
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	18	25	a definitive agreement and approval by Ideal shareholders
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	25	35	a takeover fight has sent Jaguar shares soaring in recent weeks
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	The scientists have experimented on the tiny neck arteries of rats	22	36	a ministry for farmers and fishermen instead of a ministry of provisions[SEP]The scientists
Wall Street generally likes the industry again	the industry	This bias is in no way deliberate	8	0	nan
Total return is price changes plus interest income	price changes plus interest income	The bikes are unwelcome on trails in national parks	0	13	Total return is price changes plus interest income[SEP] price changes plus interest income
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	Judith Valente contributed to this article	22	36	a ministry for farmers and fishermen instead of a ministry of provisions[SEP]Judith
Whittle has met some resistance	some resistance	This has led them in a fruitless and destructive policy circle	15	20	a fruitless and destructive policy
Fog shrouded the base before touchdown	the base	The bikes are unwelcome on trails in national parks	8	19	the base[SEP]The bikes are unwelcome on trails in national parks
One bank stock was a winner	a winner	The company is active in office and residential development in New York	7	15	a winner[SEP]The company is active in office
Conner already is shipping its new drives	its new drives	The board expands to seven members	9	0	nan
And it left mixed signals for London	mixed signals	The fund invests mainly in gold and silver bullion	16	20	gold and silver bullion
Other furriers have also placed more weight on retailing	more weight	At least half that growth will have come in the past three years alone	9	28	retailing[SEP] more weight[SEP]At least half that growth will have come in the past three years alone
The fund made a similar move earlier this year	a similar move	Glenn Hall contributed to this article	10	0	nan
He previously held posts of senior vice president of compliance and senior vice president and general counsel	posts of senior vice president of compliance and senior vice president and general counsel	For months the resistance has been defenseless against air attack	0	28	He previously held posts of senior vice president of compliance and senior vice president and general counsel[SEP] posts of senior vice president of compliance and senior vice president
The executive branch bears the first responsibility for timidity	the first responsibility for timidity	All this is causing convulsions in professional football	11	24	the first responsibility for timidity[SEP]All this is causing convulsions
But the firm has never had a day like yesterday	a day like yesterday	The lack of any new cash probably would still leave the banks dissatisfied	11	25	a day like yesterday[SEP]The lack of any new cash probably would still leave
Then he would move his movement to Europe	his movement	He sits down at the piano and plays	16	0	nan
The pool invested idle cash for many state agencies and local governments	idle cash	The transaction is subject to a definitive agreement and approval by Ideal shareholders	21	28	a definitive agreement and approval by Ideal shareholders
The British economy is hardly the picture of health these days	the picture of health	The lack of any new cash probably would still leave the banks dissatisfied	12	2	nan
That theme has been a recurring one for Soviet military officials for much of this year	a recurring one	He can live with little pleasures	17	26	a recurring one[SEP]He can live with little pleasures
The infusion of activists can bring a clash of cultures	a clash of cultures	We were out of the box	11	14	a clash of cultures
But such a combination also presents great risks	great risks	The expansion is subject to approval by federal and Wisconsin environmental regulators	2	22	a combination also presents great risks[SEP] great risks[SEP]The expansion is subject to approval by federal and Wisconsin environmental
She was the child of relative privilege	the child of relative privilege	Stock prices fell sharply in active trading	8	20	the child of relative privilege[SEP]Stock prices fell sharply in active trading
Athena eventually acquired exclusive rights to the technology and currently is developing it	exclusive rights to the technology	Tom Herman contributed to this article	8	23	the technology and currently is developing it[SEP] exclusive rights to the technology[SEP]Tom Herman
The two sides now are accusing each other of lying	each other	The trial begins today in federal court in Philadelphia	0	19	The two sides now are accusing each other of lying[SEP] each other[SEP]The trial begins today in federal
Hostile takeovers are quite a new phenomenon	quite a new phenomenon	Most sleep on the floor	11	19	a new phenomenon[SEP]Most sleep on the floor
They note that stocks experienced volatile swings long before futures	volatile swings	The New York company called the lawsuit without merit	19	22	the lawsuit without merit
Funds for drilling may inch up more next year if oil prices stay stable	next year	But New York City general obligation bonds came under selling pressure	0	29	Funds for drilling may inch up more next year if oil prices stay stable[SEP] next year[SEP]But New York City general obligation bonds came under selling pressure
But Trelleborg still must clear some tough hurdles	some tough hurdles	Everyone falls in love with everyone else	12	21	some tough hurdles[SEP]Everyone falls in love with everyone
He said that the research team had no financial stake in the drug	no financial stake in the drug	In the end politics got in the way	11	24	the drug[SEP] no financial stake in the drug[SEP]In the end politics
The West Germans then took over and finally found Markus Hess	Markus Hess	The youthful audience for Saturday programming is no longer dependent on the networks	12	24	Markus Hess[SEP]The youthful audience for Saturday programming is no longer dependent
Judges will write the real bill as suits roll through the courts	the real bill	Both firms are in New York	11	0	nan
It is hoped that other Japanese would then follow the leader	the leader	The fund invests mainly in gold and silver bullion	9	24	the leader[SEP] the leader[SEP]The fund invests mainly in gold and silver bullion
They note that stocks experienced volatile swings long before futures	volatile swings	He does this in at least three of his solo pieces	16	23	this in at least three of his solo
Traders are already buckling their seat belts	their seat belts	The biggest flurry of investor activity came early in the day	10	24	their seat belts[SEP]The biggest flurry of investor activity came early in the day
And many have done just that	just that	But then they wake up to a nightmare	16	17	a nightmare
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	17	40	international business for the increase in revenue[SEP] sales gains at its Milton Bradley and Playskool units and in its international business
It is hoped that other Japanese would then follow the leader	the leader	Not only Californians but all Americans would pay if this thing passed	9	18	the leader[SEP] the leader[SEP]Not only Californians
Traders can vary their strategies and execute their orders in any one of them	their strategies	The figures are at seasonally adjusted annual rates in trillions of dollars	12	29	one of them[SEP] their strategies[SEP]The figures are at seasonally adjusted annual rates in trillions
Others had lesser damage and there were no injuries among workers	lesser damage	Prices on the Frankfurt Stock Exchange tumbled in heavy trading	18	26	the Frankfurt Stock Exchange tumbled in heavy trading
Fog shrouded the base before touchdown	the base	Bond prices were little changed in sluggish activity	8	18	the base[SEP]Bond prices were little changed in sluggish
Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	the Tokyo Motor Show	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	29	27	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	This of course led to disaster in New York City	11	14	a clash of cultures
The struggle over capital gains is the most important game in town	the most important game in town	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	13	23	the most important game in town[SEP]The lonely woman walks
And the naczelnik shuts his door	his door	The scientists have experimented on the tiny neck arteries of rats	19	20	tiny neck
The struggle over capital gains is the most important game in town	the most important game in town	The result is that the unthinkable and illogical are happening	13	25	the most important game in town[SEP]The result is that the unthinkable
Labor problems top the list	the list	The interviews took place two years ago	0	0	Labor
Bolar has denied any wrongdoing	any wrongdoing	Glenn Hall contributed to this article	7	1	nan
They have about seven candidates	about seven candidates	The stock market reacted strongly to the news	16	0	nan
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	The biggest flurry of investor activity came early in the day	0	27	Colgate sold its hospital supply and home health care business last year[SEP] its hospital supply and home health care business[SEP]The biggest flurry of investor
Some funds are posting yields far higher than the average	yields far higher than the average	Institutional investors mostly remained on the sidelines Tuesday	15	20	the average[SEP]Institutional investors
The company outpaced much of the chemical industry as annual profit grew fivefold in two years	much of the chemical industry	Some companies are cutting costs and hoping for the best	16	29	two years[SEP] much of the chemical industry[SEP]Some companies are cutting costs
The resulting stockpiling has depressed the market	the market	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	9	26	the market[SEP]Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years
Most will stay open late Saturday night and open their doors again Sunday	Saturday night	It expects any impact on its business to be slight	19	23	any impact on its business
And many have done just that	just that	He will remain on the Banc One board	14	0	nan
The fund made a similar move earlier this year	a similar move	Rents have soared along with house prices	10	20	a similar move[SEP]Rents have soared along with house
Total return is price changes plus interest income	price changes plus interest income	Peter Pae in Pittsburgh contributed to this article	16	13	nan
Bolar has denied any wrongdoing	any wrongdoing	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	14	24	a takeover fight has sent Jaguar shares soaring in recent weeks
Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	the company	They speak volumes about the state of our society at a given moment	28	26	nan
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	His boss complained about neglect of other chores	9	21	a subset of the larger group[SEP] smaller technology companies[SEP]His boss
Americans may not be so lucky the next time	the next time	The agreement is subject to completion of a definitive amendment and appropriate approvals	21	26	a definitive amendment and appropriate approvals
Last week the British displayed unusual political immaturity	unusual political immaturity	The company is active in office and residential development in New York	15	22	urity[SEP]The company is active in office
There were no major Eurobond or foreign bond offerings in Europe Friday	no major Eurobond or foreign bond offerings	Laurie McGinley contributed to this article	15	21	no major Eurobond or foreign
Van Nghe quickly made influential enemies	influential enemies	Yet her intensity stops and starts with the music	18	19	the music
She held her fire with her first production at the Trinity earlier this season	her fire	Panic frequently results in irrational behavior	9	24	the Trinity earlier this season[SEP] her fire[SEP]Panic frequently results in irrational behavior
The British economy is hardly the picture of health these days	the picture of health	Such animosity could prove pivotal in the union vote	12	24	the picture of health[SEP]Such animosity could prove pivotal in the union
Maybe it was their peculiar sense of history	their peculiar sense of history	But then the noise turned into a roar	21	22	a roar
The company cited sales gains at its Milton Bradley and Playskool units and in its international business for the increase in revenue	sales gains at its Milton Bradley and Playskool units and in its international business	It shows a boy hurling rocks at a street lamp	17	40	international business for the increase in revenue[SEP] sales gains at its Milton Bradley and Playskool units and in its international business
Whittle has met some resistance	some resistance	For months the resistance has been defenseless against air attack	12	18	the resistance has been defenseless
We are the producers of that movie	the producers of that movie	The dollar gained against most foreign currencies	8	19	the producers of that movie[SEP]The dollar gained against most foreign
The Northeast has been holding its own in the population race	its own	But some analysts remain sour on the company	8	22	the population race[SEP] its own[SEP]But some analysts remain sour on the company
But the firm also tracks smaller technology companies as a subset of the larger group	smaller technology companies	The four lawyers climbed out from under a table	27	28	a table
Their ridicule of him is no substitute for argument	no substitute for argument	Some would make even James Bond green with envy	0	23	Their ridicule of him is no substitute for argument[SEP] no substitute for argument[SEP]Some would make even James Bond green with envy
And it left mixed signals for London	mixed signals	His interest in the natural environment dates from his youth	14	16	the natural environment
But the firm has never had a day like yesterday	a day like yesterday	The dollar rose modestly against most major currencies	11	24	a day like yesterday[SEP]The dollar rose modestly against most major currencies
Magazine publishers are facing spiraling costs and a glut of new titles	spiraling costs and a glut of new titles	Glenn Hall contributed to this article	18	30	a glut of new titles[SEP]Glenn Hall contributed to this article
The trust will issue the certificates	the certificates	This has led them in a fruitless and destructive policy circle	15	20	a fruitless and destructive policy
And many have done just that	just that	The company develops and markets products for the food service industry	0	20	And many have done just that[SEP] just that[SEP]The company develops and markets products for the food service industry
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The uncertainty is sending shivers through Brazilian financial markets	0	22	The service supplies weekly reports on school and college construction plans[SEP] weekly reports on school and college construction plans[SEP]The uncertainty
And CenTrust has other problems	other problems	The post had been vacant for more than a year	19	19	a
But weak car sales raise questions about future demand from the auto sector	questions about future demand from the auto sector	People have been very respectful of each other	10	21	the auto sector[SEP] questions about future demand from the auto sector
Their ridicule of him is no substitute for argument	no substitute for argument	The stock market is certainly not too big for the Fed to handle	0	13	Their ridicule of him is no substitute for argument[SEP] no substitute for argument
Colgate sold its hospital supply and home health care business last year	its hospital supply and home health care business	Buyers stepped in to the futures pit	0	29	Colgate sold its hospital supply and home health care business last year[SEP] its hospital supply and home health care business[SEP]Buyers stepped in to the futures
He visits the same department every two or three weeks	the same department	Both issues are among the most popular with individual investors	11	24	the same department[SEP]Both issues are among the most popular with individual investors
The merger requires the approval of Norwegian authorities	the approval of Norwegian authorities	Inco shares fell after the announcements	9	21	the approval of Norwegian authorities[SEP]Inco shares fell after the announcements
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	That went over the permissible line for warm and fuzzy feelings	0	35	The company attributed much of the growth in earnings to increased demand for its systems productivity software[SEP] much of the growth in earnings[SEP]That went over the permissible line for warm and fuzzy feelings
