demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	20	19	nan
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	24	19	nan
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	31	19	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	19	24	on the screen of a personal
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	0	14	They have about seven candidates[SEP] about seven candidates[SEP]But funds generally are better
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	27	27	given
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	0	18	She was the child of relative privilege[SEP] the child of relative privilege[SEP]Merchant banks were stronger
The woman won the bet	the bet	His credentials are excellent for the task	0	12	The woman won the bet[SEP] the bet[SEP]His credentials are excellent
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	26	29	the safety of money
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	26	24	nan
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	27	19	nan
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	24	the same
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	1	21	even see a silver lining in the dark clouds[SEP] a silver lining[SEP]Brand loyalty was stronger among older consumers
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	30	34	such extraordinary measures and cooperation
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	24	the
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	20	29	because of more competition as the number of new businesses
They have about seven candidates	about seven candidates	The agreement is subject to government approval	14	16	to government approval
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	27	16	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	19	21	then from television
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	21	the union vote
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	1	27	even see a silver lining in the dark clouds[SEP] a silver lining[SEP]But the outcome of a legal dispute almost always turns on the facts
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	24	24	even
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	21	26	even make it into the high
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	22	23	the night
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	23	24	the industry
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	16	19	even James Bond green
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	25	23	nan
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	16	17	too big
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	33	33	even
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	20	20	good
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	43	21	nan
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	21	27	the use of minority contractors and local
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	22	27	such a sale are under way
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	21	23	raday highs
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	19	20	in New
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	23	24	in national
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	The Old Crowd is deeply concerned by the backlash from all this	36	20	nan
The complicated language in the huge new law has muddied the fight	the fight	Sometimes repairs are out of the question	23	23	the
Another poked a hole in the heel of his shoe	a hole	London shares closed moderately lower in thin trading	21	20	nan
Still the Salinger decision created a strong presumption against fair use of unpublished materials	a strong presumption against fair use of unpublished materials	Inflation is at record levels	27	20	nan
Judges will write the real bill as suits roll through the courts	the real bill	It also asked Mesa to keep the proposal confidential	19	15	nan
Other gainers were companies with one or more undamaged California refineries	companies with one or more undamaged California refineries	And his outlook improved after successful cataract surgery in August	32	31	nan
Some funds are posting yields far higher than the average	yields far higher than the average	But such skills were alien to Toni Johnson	23	16	nan
And many have done just that	just that	This leads to a very special sense of urgency	0	18	And many have done just that[SEP] just that[SEP]This leads to a very special sense of urgency
He visits the same department every two or three weeks	the same department	He can live with little pleasures	0	19	He visits the same department every two or three weeks[SEP] the same department[SEP]He can live with little
But they are stalwart socialists	stalwart socialists	He was back in jail over the summer on shoplifting charges	16	18	over the summer
And the naczelnik shuts his door	his door	The transaction is subject to a definitive agreement and approval by Ideal shareholders	24	22	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	24	34	such a takeover fight has sent Jaguar shares soaring in recent
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	The scientists have experimented on the tiny neck arteries of rats	42	25	nan
Wall Street generally likes the industry again	the industry	This bias is in no way deliberate	0	17	Wall Street generally likes the industry again[SEP] the industry[SEP]This bias is in no way deliberate
Total return is price changes plus interest income	price changes plus interest income	The bikes are unwelcome on trails in national parks	21	22	in national
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions	a ministry for farmers and fishermen instead of a ministry of provisions	Judith Valente contributed to this article	28	25	nan
Whittle has met some resistance	some resistance	This has led them in a fruitless and destructive policy circle	21	21	circle
Fog shrouded the base before touchdown	the base	The bikes are unwelcome on trails in national parks	17	18	in national
One bank stock was a winner	a winner	The company is active in office and residential development in New York	0	20	One bank stock was a winner[SEP] a winner[SEP]The company is active in office and residential development in New
Conner already is shipping its new drives	its new drives	The board expands to seven members	0	18	Conner already is shipping its new drives[SEP] its new drives[SEP]The board expands to seven members
And it left mixed signals for London	mixed signals	The fund invests mainly in gold and silver bullion	20	18	nan
Other furriers have also placed more weight on retailing	more weight	At least half that growth will have come in the past three years alone	24	25	the past
The fund made a similar move earlier this year	a similar move	Glenn Hall contributed to this article	18	16	nan
He previously held posts of senior vice president of compliance and senior vice president and general counsel	posts of senior vice president of compliance and senior vice president and general counsel	For months the resistance has been defenseless against air attack	35	38	the resistance has been
The executive branch bears the first responsibility for timidity	the first responsibility for timidity	All this is causing convulsions in professional football	25	26	in professional
But the firm has never had a day like yesterday	a day like yesterday	The lack of any new cash probably would still leave the banks dissatisfied	19	28	any new cash probably would still leave the banks dissatisfied
Then he would move his movement to Europe	his movement	He sits down at the piano and plays	0	17	Then he would move his movement to Europe[SEP] his movement[SEP]He sits down at the piano
