demon	d_label	test	start	end	prediction
Their ridicule of him is no substitute for argument	no substitute for argument	But some analysts remain sour on the company	21	22	the company
Some abortion advocates have been asking themselves this very question	this very question	Sonja Steptoe and David Wilson contributed to this article	11	20	this very question[SEP]Sonja Steptoe and
But its surprising progress so far holds important lessons for companies in trouble	important lessons for companies in trouble	No one has alleged that the donations were by themselves illegal	26	22	nan
The infusion of activists can bring a clash of cultures	a clash of cultures	Some found it on the screen of a personal computer	20	21	the screen
They have about seven candidates	about seven candidates	But funds generally are better prepared this time around	16	17	this time
The House version of the bill does include the tax cut	the tax cut	They speak volumes about the state of our society at a given moment	20	28	the state of our society at a given moment
She was the child of relative privilege	the child of relative privilege	Merchant banks were stronger across the board	20	20	the
The woman won the bet	the bet	His credentials are excellent for the task	14	15	the task
President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties	Many small investors went for the safety of money market funds	26	22	nan
Such trappings suggest a glorious past but give no hint of a troubled present	a glorious past	But the brand had trouble from the start	21	18	nan
Nguyen Van Chan is living proof that old ways die hard	living proof that old ways die hard	The current ruble rate has long been out of line with the black market	15	25	that old ways die hard[SEP]The current ruble rate
He visits the same department every two or three weeks	the same department	Other magazine publishing companies have been moving in the same direction	23	24	the same
Some even see a silver lining in the dark clouds	a silver lining	Brand loyalty was stronger among older consumers in the Journal survey	23	23	the
The company attributed much of the growth in earnings to increased demand for its systems productivity software	much of the growth in earnings	But transportation officials worry that such extraordinary measures and cooperation may not last	20	15	nan
The service supplies weekly reports on school and college construction plans	weekly reports on school and college construction plans	That is for the future	24	24	the
He hit the lanes three years ago on the advice of his doctor	the lanes	This occurred partly because of more competition as the number of new businesses surged	14	26	the lanes[SEP]This occurred partly because of more competition as the number
They have about seven candidates	about seven candidates	The agreement is subject to government approval	14	13	nan
The relative calm in Tokyo proved little comfort to markets opening up in Europe	little comfort to markets opening up in Europe	The board expands to seven members	21	15	nan
Bolar has denied any wrongdoing	any wrongdoing	Demand will come first from programming production companies and then from television stations	18	21	and then from television
Integrated made its announcement after the market closed	its announcement	Such animosity could prove pivotal in the union vote	19	20	the union
Some even see a silver lining in the dark clouds	a silver lining	But the outcome of a legal dispute almost always turns on the facts	16	26	the outcome of a legal dispute almost always turns on the
The Bakersfield Supermarket went out of business last May	last May	Soaring rights fees will lead to an even greater clutter of commercials	23	17	nan
He had been vice president in that office	vice president in that office	The majority of the bikes never even make it into the high country	18	27	the bikes never even make it into the high country
Most British programming is more of an acquired taste	more of an acquired taste	The tape was on tv before the night was out	22	23	the night
Americans may not be so lucky the next time	the next time	Part of the answer lies in the nature of the industry	16	12	nan
And the naczelnik shuts his door	his door	Some would make even James Bond green with envy	10	17	his door[SEP]Some would make even James
Her story is becoming part of local folklore	part of local folklore	Each company worries that the other is becoming too powerful and too vertically integrated	18	24	the other is becoming too powerful and
One bank stock was a winner	a winner	The stock market is certainly not too big for the Fed to handle	19	19	the
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases	a fresh wave of foreign purchases	Soaring rights fees will lead to an even greater clutter of commercials	18	20	a fresh wave
Now at least one Japanese company is turning the courtroom tables	the courtroom tables	The latest rebate is good for all Beretta models	12	22	the courtroom tables[SEP]The latest rebate is good for all
Italian President Francesco Cossiga promised a quick investigation into whether Olivetti broke Cocom rules	a quick investigation into whether Olivetti broke Cocom rules	The youthful audience for Saturday programming is no longer dependent on the networks	20	21	a quick
The fund made a similar move earlier this year	a similar move	This starts in the construction phase through the use of minority contractors and local workers	7	19	this year[SEP] a similar move[SEP]This starts in the construction phase
The House version of the bill does include the tax cut	the tax cut	It added that no discussions about such a sale are under way	12	27	the tax cut[SEP]It added that no discussions about such a sale are under way
Others had lesser damage and there were no injuries among workers	lesser damage	The dollar finished at its intraday highs	19	22	its intraday
He sees a psychoanalyst five mornings a week	a psychoanalyst	Both firms are in New York	11	9	nan
The British economy is hardly the picture of health these days	the picture of health	The bikes are unwelcome on trails in national parks	12	10	nan
