original	label	prediction
小女孩走向卧室	小女孩走向卧室	小女孩走向
他的父母冲到他身旁	他的父母冲到他身旁	他的父母冲到
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	圆月出现在夜空上
他的眼镜放在床头柜上	他的眼镜放在床头柜上	眼镜在床头柜上
他的父母冲到他身旁	他的父母冲到他身旁	他的父母冲到
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老的客人们
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
小女孩走向卧室	小女孩走向卧室	小女孩走向
他的父亲死于一次心脏病	他的父亲死于	fail to follow
他的父母冲到他身旁	他的父母冲到他身旁	他的父母
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	fail to follow
他的父亲死于一次心脏病	他的父亲死于	他的父亲死于一次
小女孩走向卧室	小女孩走向卧室	小女孩走向
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向咖啡厅
他的父母冲到他身旁	他的父母冲到他身旁	fail to follow
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
这封秘密信放在旧木桌上	这封秘密信放在旧木桌上	这封秘密信放在
他的眼镜放在床头柜上	他的眼镜放在床头柜上	眼镜放床头柜上
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向
他的父亲死于一次心脏病	他的父亲死于	fail to follow
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向咖啡厅
