original	label	prediction
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	迷路小狗走向公园
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老的客人们坐在桌旁
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏
小女孩走向卧室	小女孩走向卧室	小女孩走向
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
小船停在平静的湖面上	小船停在平静的湖面上	小船停在平静的湖面
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
他的眼镜放在床头柜上	他的眼镜放在床头柜上	眼镜在床头柜上
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
一张照片挂在他的书房	一张照片挂在他的书房	fail to follow
旧地图指向隐藏的宝藏	旧地图指向隐藏的宝藏	旧地图
学生们看向复杂的方程式	学生们看向复杂的方程式	fail to follow
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于丛林
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
这个老人看向窗户	这个老人看向窗户	这个老人看向
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	圆月出现在夜空上
小女孩走向卧室	小女孩走向卧室	小女孩走向
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
旧地图指向隐藏的宝藏	旧地图指向隐藏的宝藏	旧地图指向
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于
小女孩走向卧室	小女孩走向卧室	小女孩走向
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	稀有文物保存
