original	label	prediction
学生们看向复杂的方程式	学生们看向复杂的方程式	fail to follow
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物
大部分人生活在农村地区	大部分人生活在	大部分人生活在
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟们停在树枝上
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	一轮圆月出现
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠在橡树上
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠生活在
他的父母冲到他身旁	他的父母冲到他身旁	fail to follow
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	圆月出现
他的父亲死于一次心脏病	他的父亲死于	他的父亲死于
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文
这个老人看向窗户	这个老人看向窗户	这个老人看向
小女孩走向卧室	小女孩走向卧室	小女孩走向
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	床单放在洗衣篮中
这场意外发生在周六晚上	这场意外发生在	意外发生在周六晚上
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于
旧地图指向隐藏的宝藏	旧地图指向隐藏的宝藏	旧地图指向宝藏
大部分人生活在农村地区	大部分人生活在	人生活在农村地区
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠生活
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
