original	label	prediction
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	fail to follow
他的眼镜放在床头柜上	他的眼镜放在床头柜上	fail to follow
这场意外发生在周六晚上	这场意外发生在	fail to follow
小女孩走向卧室	小女孩走向卧室	小女孩走向
他的父亲死于一次心脏病	他的父亲死于	他的父亲
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	易碎的花瓶放在顶层
路标指向最近的出口	路标指向最近的出口	路标指向出口
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠生活
他的父母冲到他身旁	他的父母冲到他身旁	fail to follow
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
旧地图指向隐藏的宝藏	旧地图指向隐藏的宝藏	旧地图指向宝藏
他的眼镜放在床头柜上	他的眼镜放在床头柜上	fail to follow
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向橱窗
学生们看向复杂的方程式	学生们看向复杂的方程式	fail to follow
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	的橱窗
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	fail to follow
这个老人看向窗户	这个老人看向窗户	这个老人看向
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
这个老人看向窗户	这个老人看向窗户	这个老人看
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
