original	label	prediction
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟们停在树枝上
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在一个老旧农舍
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
剩余学生坐在地上	剩余学生坐在	fail to follow
小女孩走向卧室	小女孩走向卧室	小女孩走向
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
他的父亲死于一次心脏病	他的父亲死于	他的父亲死于心脏病
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
小女孩走向卧室	小女孩走向卧室	小女孩走向
一张照片挂在他的书房	一张照片挂在他的书房	fail to follow
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	fail to follow
大部分人生活在农村地区	大部分人生活在	人生活在农村地区
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向玩具店
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向公园
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	fail to follow
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在一个老旧农舍
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
他的眼镜放在床头柜上	他的眼镜放在床头柜上	fail to follow
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
