original	label	prediction
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	fail to follow
这场意外发生在周六晚上	这场意外发生在	意外发生在周六晚上
小女孩走向卧室	小女孩走向卧室	小女孩走向
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	惊讶的事情发生在他们的结婚纪念日上
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在床头柜
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	fail to follow
小女孩走向卧室	小女孩走向卧室	小女孩走向
大部分人生活在农村地区	大部分人生活在	大部分人生活在农村
路标指向最近的出口	路标指向最近的出口	路标指向
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在书房
他的父亲死于一次心脏病	他的父亲死于	他的父亲死于心脏病
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向咖啡厅
旧地图指向隐藏的宝藏	旧地图指向隐藏的宝藏	旧地图指向
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	fail to follow
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向公园
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	一轮圆月出现
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	床单放在洗衣篮中
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	圆月出现
这个老人看向窗户	这个老人看向窗户	这个老人看向
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	fail to follow
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看
小鸟们停在粗树枝上	小鸟们停在粗树枝上	fail to follow
一张照片挂在他的书房	一张照片挂在他的书房	fail to follow
