original	label	prediction
小女孩走向卧室	小女孩走向卧室	小女孩走向
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	在他们的结婚纪念日上
小鸟们停在粗树枝上	小鸟们停在粗树枝上	fail to follow
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
这封秘密信放在旧木桌上	这封秘密信放在旧木桌上	fail to follow
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	fail to follow
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于丛林
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在书房
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	fail to follow
这封秘密信放在旧木桌上	这封秘密信放在旧木桌上	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	fail to follow
小女孩走向卧室	小女孩走向卧室	小女孩走向
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	这位伟大的艺术家死于
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老的客人们坐在
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
小女孩走向卧室	小女孩走向卧室	小女孩走向
他的眼镜放在床头柜上	他的眼镜放在床头柜上	眼镜放在床头柜上
