original	label	prediction
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟们停在
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老客人晚餐
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在一个老旧农舍
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于
这场意外发生在周六晚上	这场意外发生在	这场意外发生
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物
一张照片挂在他的书房	一张照片挂在他的书房	照片挂在书房
路标指向最近的出口	路标指向最近的出口	路标指向
一张照片挂在他的书房	一张照片挂在他的书房	一张照片
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老客人晚餐
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜
这个老人看向窗户	这个老人看向窗户	这个老人看向
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	易碎的花瓶放在书架
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	fail to follow
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物
剩余学生坐在地上	剩余学生坐在	fail to follow
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存在保险库中
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向咖啡厅
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟们停在树枝上
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	一轮圆月出现
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	惊讶的事情发生在他们的结婚纪念日上
这个老人看向窗户	这个老人看向窗户	这个老人看向
