demonstration	demon_label	test_sentence	response	attachment	structure
The park of the city delighted the children	The park of delighted the children	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning.	adjunct	structure_2
The bird sang a melody	The bird sang	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The basketball player won the game with lots of audience	the baseball player won	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The song of the singer that had long eyelashes was very smart	the song of very smart	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a trap	The guy caught	pp	structure_2
The student read the book	The student read	Bill cut the paper with a very sharp knife	Bill cut 	pp	structure_2
The pilot flew the airplane	The pilot flew	The comedian saw the crowd with fresh flowers	the comedian saw	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The restaurant of the chef that had the blue tiles pleased us	The restaurant of the chef that had the blue tiles pleased us.	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists.	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	The miner of impurities was worthless.	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The drugs of the supplier that had a nasty effect hurt everyone	The drugs of nasty effect hurt everyone.	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The machine of the inventor that had the goatee was amazing	The machine of goatee was amazing	adjunct	structure_1
The carpenter built the house	The carpenter built	Van Gogh drew the paintings with starry night	Van Gogh drew.	pp	structure_1
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	Mom melted.	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	The painter of looked odd.	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The car of the driver that had the moustache was pretty cool	The car of pretty cool.	adjunct	structure_1
The gardener watered the plants	The gardener watered	The coach led the team with three members	The coach led.	pp	structure_1
The teacher explained the concept	The teacher explained	Dan entered the room with a key	Dan entered.	pp	structure_2
The programmer wrote the code	The programmer wrote	The police investigated the house with a garden	The police investigated.	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The editor of the thesis that had the big nose made a lot of sense	The editor of made a lot of sense.	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The bishop of the church that had the funny eyebrows looked odd	The bsihop of looked odd.	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The criminal of the gang that had a long scar disappeared last Monday	The criminal of disappeared last Monday.	adjunct	structure_2
The tailor altered the coat	The tailor altered	Bruce likes the rock band with different instruments	Bruce likes.	pp	structure_1
The fisherman caught the trout	The fisherman caught	The doctor saved the boy using a pacemaker	The doctor saved.	pp	structure_2
