demonstration	test_sentence	response
这里晚上十一点了	你们公司叫什么名称	fail to follow
钱到位你就买你单位的吧	我倒是没有考虑过这个问题	没有考虑过这个问题
当权者不能保护自己的国民	我们好像不能一趟车	我们好像不能一趟
我那时候也有	欧元促进电子商务发展	欧元促进电商
这里晚上十一点了	你们一家的照片比我的还多	fail to follow
当权者不能保护自己的国民	那里有没有华人同事	那里有没有华人
房子都没有要什么电梯	你不是有他的号吗	fail to follow
你肯定是一个好爸爸	好汉不提当年勇	好汉不提
书记今天下午回来	这是最好情况哈	最好情况
你说你们这届的	我这里是晚上八点	我这里是晚上
这个是耳鼻喉科的手术申请单	这个交通标识是什么意思	这个是
路由器在我这边	大屏幕是台电脑吗	大屏幕是
我预约了心脏彩超	因为这里面有一些程序要走吧	因为有程序要走
它和启明是一个概念	这个公寓楼就是酒店式那种的	这个公寓楼就是酒店式的
他是退工资的吧	因为我看她没什么兴趣	因为我看她没兴趣
那我明天早上跟她说吧	你下午几点结束	fail to follow
你是怎么知道这篇文章的	我准备了好长时间嗯	准备了好长时间
钱到位你就买你单位的吧	我也正在物色这方面的人才	我也在物色人才
他是退工资的吧	她前一段时间在幼儿园打工	她前段时间在幼儿园工
我路痴一个捏	那张有大师水平	那张
这里晚上十一点了	反正我觉得自己是这样的	反正我觉得是这样的
你是怎么知道这篇文章的	他加入他们群了	fail to follow
你半个月来一次	我没有淘宝账号	我有淘宝账号
我要打造巨星品牌	我再给他打个电话问问你	我再给他打个电话
