demonstration	test_sentence	response
书记今天下午回来	基本她没管家庭和小孩	基本她没管
我有你的啊	梵西不适合小小朋友去的	梵西不适合去的
你找天来我宿舍拿吧	她也是放弃了孩子的上课	她也是放弃了上课
祖上多少代都没这基因	你给你哥哥说一声	你给你哥哥说
我那时候也有	我查了那是个退税公司	那是个退税公司
他也是四个月暑假啊	自己处理点自己的事情	fail to follow
我有你的啊	因为这些个数要和审计报告对应的	这些个数要和审计报告对应的
我有新衣服	那是理想国	那是
哎我也是这个点起来的	网上有房型图	网上有房型
我们都是一家人	这个公寓楼就是酒店式那种的	这个公寓楼就是酒店式的
你半个月来一次	你是什么时候来	你什么时候来
他是退工资的吧	我感觉你身上有他的影子	我感觉你有他的影子
他也是四个月暑假啊	这是谁的主意啊	这是啊
小兵立大功	灵感来自我师母	灵感来自我师
我有你的啊	你和我哥差不多大	和我哥差不多大
我也有过这样的经历	我都是用网络硬盘的	我都是用网络硬盘
那单词用什么书呢	楼顶各种小花园	楼顶各种花园
你公布了他的心里话	那张有大师水平	那张有
你可以去研究这种社会课题了	小兵立大功	小兵大功
他也是四个月暑假啊	土地基金增强特区财政储备	fail to follow
那是理想国	消费者是大赢家	消费者是
我有新衣服	我们得见个面	我们见面
你是怎么知道这篇文章的	啥叫康乐消费	fail to follow
家里一堆事情	弱国就是大国的练兵场啊	弱国就是大国
