demonstration	test_sentence	response
你说你们这届的	我也不知道他啥时候回来	我不知道他回来
家里一堆事情	一个破游戏圈多少钱啊	一个破游戏圈
它和启明是一个概念	你上午还是下午有时间做	你上午还是下午
那是理想国	或者你那个地方什么时候会招人呢	或者你那个地方什么时候
那是理想国	这个能不能加点内容	这个能不能加点
那单词用什么书呢	你们那边晚上几点啦	fail to follow
我也要试试这个机构才行	男孩不能太乖这是我的看法	男孩不能太乖我的看法
家里一堆事情	我这里是晚上八点	我这里八点
祖上多少代都没这基因	房子车子都不是我们的名字	房子车子都不是我们的
心里先有个数	你找天来我宿舍拿吧	你找天来我宿舍
你是怎么知道这篇文章的	我预约了心脏彩超	我预约了彩超
你是怎么知道这篇文章的	糊涂人糊涂账	fail to follow
哎我也是这个点起来的	因为我看她没什么兴趣	我看她没什么兴趣
我路痴一个捏	要不然谁知道怎么回事	谁知道
你什么时候打的电话	我们住哪个酒店	fail to follow
这个是耳鼻喉科的手术申请单	我之前有认识另外一位医生	我之前认识医生
祖上多少代都没这基因	反正我觉得自己是这样的	fail to follow
我有你的啊	俺们这边游击队野战军自己折腾	俺们自己折腾
我明后天再给教练长打电话	这里晚上十一点了	fail to follow
我明后天再给教练长打电话	钱从你那里走	fail to follow
我靠我真不该换这个签名的	我说你认为什么车比较不错啊	我说你认为什么车不错啊
他也是四个月暑假啊	以前你是时尚达人	fail to follow
我们都是一家人	所以你换家医院看看不行吗	换家医院不行吗
她是个行政的主任	你不是有他的号吗	你是
