demonstration	test_sentence	response
反正我是没洗过十多分钟的脸	整个国家公园都建在一个活火山上	整个国家公园都建在火山上
我那时候也有	哎我也是这个点起来的	我也是这个点起来的
我也要试试这个机构才行	方向和汽车应该没什么关系	方向和汽车
钱到位你就买你单位的吧	反正我是没洗过十多分钟的脸	反正我没洗过十多分钟的脸
小兵立大功	你在哪个城市呢	你在哪个城市
我怎么觉得我有点晚睡强迫症	我就一个床一个桌子啊	我就一个
你去给我带个眼霜	我就见过好几个这样的人	我见过好几个这样的人
我们都是一家人	你下午几点结束	你下午几点
你半个月来一次	我自己减少了和他们的交往	我减少和他们的交往
小兵立大功	以前你是时尚达人	以前你是时尚
你能接受什么价位的	灵感来自我师母	fail to follow
书记今天下午回来	我不知道他们邮箱	他们邮箱
不过我在你后面	你是什么时候来	你是什么时候
你肯定是一个好爸爸	他们可能是通过其他渠道知道的	可能是通过其他渠道
心里先有个数	我给你介绍一个销售经理吧	我给你介绍一个销售经理
我也要试试这个机构才行	所以你换家医院看看不行吗	你换家医院看看不行吗
我没有淘宝账号	我有你的啊	我有
路由器在我这边	你是项目的骨干	fail to follow
我有新衣服	你打下我电话吧	你打下我吧
你公布了他的心里话	啥叫康乐消费	啥叫康乐
我靠我真不该换这个签名的	书记今天下午回来	书记今天回来
他们学了奥数和奥英呀	她也是放弃了孩子的上课	fail to follow
我明后天再给教练长打电话	你啥时来	啥时
你看社区地图	你要有这种信念呀	你要有信念
