demonstration	test_sentence	response
我明后天再给教练长打电话	这个是耳鼻喉科的手术申请单	这个耳鼻喉科的手术申请单
我靠我真不该换这个签名的	你看社区地图	社区地图
不过我在你后面	你要根据我们模块上的接口来配置	你要根据我们模块上的接口来
家里一堆事情	只是人确实在某个时间段会很脆弱	只是人
我没有淘宝账号	你可以搜索一下他的文章什么的	你可以搜索他的文章什么的
反正我是没洗过十多分钟的脸	你能来我办公室不	你能来不
你肯定是一个好爸爸	哎我今天中午也没睡觉	今天中午也没睡觉
我怎么觉得我有点晚睡强迫症	我们做弱电系统	我们做
你什么时候打的电话	她安排了别的任务	她安排了任务
他们住一楼	这个公寓楼就是酒店式那种的	这个公寓楼就是酒店式的
钱到位你就买你单位的吧	你能来我办公室不	能来不
你肯定是一个好爸爸	我登我的看看	我登看看
我有你的啊	他加入他们群了	他加入了
你能接受什么价位的	你机票多少钱	你机票
我怎么觉得我有点晚睡强迫症	所以你换家医院看看不行吗	你换家医院看看不行吗
你去给我带个眼霜	那你找找那本书	那你找找
你认识新朋友没	关键是铁饭碗刮不出多少金子来啊	关键是铁饭碗刮不出来啊
你什么时候打的电话	他是知青子女正在读博士	他读博士
我要打造巨星品牌	书记今天下午回来	书记回来
咱没有那个本事跟着去学肯定不行	我们住哪个酒店	fail to follow
当权者不能保护自己的国民	你说你那里的算便宜了吧	你说便宜了吧
反正我是没洗过十多分钟的脸	钱到位你就买你单位的吧	钱到位就买
他也是四个月暑假啊	因为这里面有一些程序要走吧	因为有程序要走吧
祖上多少代都没这基因	你还有一个小时吧	你还有一个小时
