demonstration	test_sentence	response
书记今天下午回来	你那边现在几点	fail to follow
我还在那家电力公司	你就算是好男人呢	你就算是好
啥叫康乐消费	现在这里早上十点半	现在这里
我预约了心脏彩超	预产期什么时候啊	预产期啊
我预约了心脏彩超	很多厂家也会做甲方的工作	很多厂家也会做
恩我正在订机票酒店什么的	路由器在我这边	fail to follow
她是个行政的主任	那我明天早上跟她说吧	那我明天早上跟她说
我有你的啊	我想一下午了	一下午
我提供电子版的	尽管你也看不惯我和艳调情	尽管你看不惯我
我也有过这样的经历	因为这些个数要和审计报告对应的	fail to follow
我有新衣服	他一般不参加我的活动	他不参加
我也要试试这个机构才行	孩子躺在母亲的臂弯里	孩子躺在母亲臂弯里
我预约了心脏彩超	哎我也是这个点起来的	我也是这个点起来的
我还在那家电力公司	关键是铁饭碗刮不出多少金子来啊	关键是铁饭碗刮不出
哎我也是这个点起来的	不过我在你后面	我在你后面
他们学了奥数和奥英呀	你在那公司里做过吧	你做过吧
那单词用什么书呢	整个国家公园都建在一个活火山上	整个国家公园都
他也是四个月暑假啊	心里各种状况或多或少有个预判	心里有预判
你什么时候打的电话	女性撑起半边天	女性撑起半边
小兵立大功	人家站在洋人的立场操作	人家站洋人立
我怎么觉得我有点晚睡强迫症	哦我们没有冬季工装	哦我们没有
家里一堆事情	男人不是女人的全部	男人不是女人
或者你那个地方什么时候会招人呢	那张有大师水平	fail to follow
咱没有那个本事跟着去学肯定不行	只不过大部分人有些特殊需求	大部分人有特殊需求
