demonstration	test_sentence	response
家里一堆事情	那是外置天线	那是天线
那单词用什么书呢	你还有个姐呢	你还有姐呢
你是怎么知道这篇文章的	你看什么稿子啊	你看什么啊
你发到我信箱吧	他们学了奥数和奥英呀	他们学了呀
家是外地的	我上次摸过她孩子的屁股了	我上次摸过她孩子
这个是耳鼻喉科的手术申请单	提前批好像是公安之类的	提前批好像是
我路痴一个捏	肠炎也不是什么疑难杂症啊	肠炎啊
我也要试试这个机构才行	现在选择权在我手上啊	选择权在我手上啊
家里一堆事情	你看什么稿子啊	你看稿子啊
祖上多少代都没这基因	我在网上查不到什么资料啊	我在网上查不到什么资料
你说你们这届的	楼顶各种小花园	楼顶小花园
路由器在我这边	呵呵只是我怕我的能力有限呀	呵呵只是我怕
我们都是一家人	我们现在客户需要这类的图书	我们现在需要这类的图书
咱没有那个本事跟着去学肯定不行	他们也是这个时间	他们也这个时间
路由器在我这边	机会大把的	机会大把
当权者不能保护自己的国民	他们可能是通过其他渠道知道的	他们可能是通过其他渠道知道
小兵立大功	你啥时候调去的	fail to follow
你是怎么知道这篇文章的	他应该没多久假期吧	fail to follow
这个是耳鼻喉科的手术申请单	你啥时候走	fail to follow
我们都是一家人	附近有个民生银行	附近有个银行
我有新衣服	我也不知道这事	我也不知道
那我明天早上跟她说吧	呀你啥时候发的啊	你啥时候发的啊
咱没有那个本事跟着去学肯定不行	他们说暑假真不像个暑假	他们说
你能接受什么价位的	动车多少钱	动车
