demonstration	test_sentence	response
你下午几点结束	不过我在你后面	我在你后面
我靠我真不该换这个签名的	自己发自己的	自己发的
家是外地的	不过我不敢跟她聊这方面	不过我不敢
反正我是没洗过十多分钟的脸	我们现在客户需要这类的图书	我们现在需要这类的图书
我那时候也有	那是你一辈子的事耶	那是你的事耶
那是理想国	现在的都是人力公司外派	现在的都是
你去给我带个眼霜	忠厚保持到生命最后一刻	忠厚保持
恩我正在订机票酒店什么的	那里有没有华人同事	那里有没有华人
我还在那家电力公司	我们是小社	我们是
但我每天都会关注你的签名	你天天和俺大叔那边聊吗	你天天和俺大叔那边
或者你那个地方什么时候会招人呢	他们可能是通过其他渠道知道的	fail to follow
我怎么觉得我有点晚睡强迫症	你就带着这些东西来就好了	你就带着这些东西来
他也是四个月暑假啊	我下采购单	我下单
心里先有个数	那张有大师水平	那张大师水平
我那时候也有	那人都是这样的啊	都是这样的啊
啥叫康乐消费	思八达是不是离你家很近	fail to follow
它和启明是一个概念	个个都几十个学生	个个都几十个
你要是个男的就好了	书记今天下午回来	书记今天下午
当权者不能保护自己的国民	你去给我带个眼霜	给我带个眼霜
你说你们这届的	我怕她知道我们的聊天	我怕她知道
我要打造巨星品牌	你啥时候来	啥时候来
它和启明是一个概念	我下班去买点药	我下班去买
他是退工资的吧	土地基金增强特区财政储备	土地增强特财储备
啥叫康乐消费	书记今天下午回来	书记今天回来
