demonstration	test_sentence	response
你认识新朋友没	你是个大好人啊	你是个好人啊
我们都是一家人	你要是个男的就好了	你要是男的就好了
哎我也是这个点起来的	这个公寓楼就是酒店式那种的	这个公寓楼就是酒店式的
当权者不能保护自己的国民	主专业不是我们学院就是学校的	主专业不是我们学院
书记今天下午回来	我这里有个特快过去	我这里有个特快
那我明天早上跟她说吧	我开了个淘宝店	我开了个店
你去给我带个眼霜	这里晚上十一点了	晚上十一点了
我有你的啊	你头像怎么是黑的	你的
他们住一楼	这就是主任的啊	这就是主任的
恩我正在订机票酒店什么的	洋插队是什么意思	fail to follow
我没有淘宝账号	你还有一个小时吧	你还有一个小时
我也有过这样的经历	你几几年的啊	你几年的啊
你要是个男的就好了	不过我在你后面	不过我在后面
她是个行政的主任	时间一定要这个时候吗	时间一定要
你找天来我宿舍拿吧	你能来我办公室不	你能来不
我们都是一家人	我靠我真不该换这个签名的	我靠我真不该换
钱到位你就买你单位的吧	网上有房型图	fail to follow
那我明天早上跟她说吧	我们住哪个酒店	fail to follow
你肯定是一个好爸爸	我回家路上干啥好呢	我回家路上
你是怎么知道这篇文章的	我父母这次去我姐姐家	fail to follow
你要是个男的就好了	你是不是有车老师的邮箱之类的	你是不是有车
我们都是一家人	因为我看她没什么兴趣	因为她没兴趣
他们住一楼	我都是问中文的	我问中文
不过我在你后面	节奏可能跟外企的差不多	节奏可能跟外企的
