demonstration	test_sentence	response
我还在那家电力公司	父母都在事业单位工作	父母都在工作
哎我也是这个点起来的	我是借用你的话	我借用你的话
哎我也是这个点起来的	你孙女是个大老粗	你孙女是个老粗
她是个行政的主任	你是说那个图片吗	你是
我靠我真不该换这个签名的	以前你是时尚达人	fail to follow
你可以去研究这种社会课题了	我没往这方面考虑过	没考虑过
你要是个男的就好了	外部压力是内部调整的机遇	fail to follow
他是退工资的吧	这恰恰说明了应试教育的好处	这恰恰说明了应试好处
我也有过这样的经历	那只是一方面	只是一方面
小兵立大功	我写点东西你早点休息吧	我写东西你休息
他们住一楼	你有什么文艺啊	你有文艺
你去给我带个眼霜	我想我适应能力还是很强的	我适应能力很强
小兵立大功	社会主义不止一条路	社会主义不止
你是怎么知道这篇文章的	你说模块上的接口吗	你说模块的接口吗
你认识新朋友没	我爸只活在自己的世界里	我爸只活在自己的世界
我提供电子版的	我也是去看看学校和环境的	我也是去看看
你可以去研究这种社会课题了	你就算是好男人呢	你就算是好男人
我还在那家电力公司	你入市了几多钱	fail to follow
钱到位你就买你单位的吧	所以我才有其他想法	所以我有其他想法
你肯定是一个好爸爸	这个是小影院	这个是
他们学了奥数和奥英呀	你在哪个医院	fail to follow
我们都是一家人	我预约了心脏彩超	我预约了
那单词用什么书呢	账务公开什么的跟组织结构无关	fail to follow
小兵立大功	那是理想国	那是理想
