demonstration	test_sentence	response
我有你的啊	我再给他打个电话问问你	我再给他打个电话问问
或者你那个地方什么时候会招人呢	利民经常干这种事情的	利民经常干这种事情
我提供电子版的	师傅的心在师母身上	师傅的心在师母
那单词用什么书呢	龙猫属于夜行动物	龙猫属于夜行
她是个行政的主任	你什么时候打的电话	你打的电话
心里先有个数	这个也是要计算机专业的吗	这个也要计算机专业吗
钱到位你就买你单位的吧	啥叫康乐消费	啥叫康乐
我还在那家电力公司	因为我看她没什么兴趣	因为我看她没兴趣
书记今天下午回来	同质化竞争到底坑了谁的爹	同质化竞争坑了谁的爹
你公布了他的心里话	这是你们的考验	这是你们的
它和启明是一个概念	他一般不参加我的活动	他一般不参加
我明后天再给教练长打电话	啥叫康乐消费	fail to follow
她是个行政的主任	提前批好像是公安之类的	提前批好像是
咱没有那个本事跟着去学肯定不行	楼顶各种小花园	fail to follow
咱没有那个本事跟着去学肯定不行	你要是个男的就好了	要是个男的就好了
这个是耳鼻喉科的手术申请单	我感觉你身上有他的影子	你身上有他的影子
我靠我真不该换这个签名的	他是换全新的	fail to follow
祖上多少代都没这基因	我这里是晚上八点	我这晚上八点
我有你的啊	恩我正在订机票酒店什么的	恩我正在订什么的
你可以去研究这种社会课题了	我试下看看我这里能调试了不	fail to follow
祖上多少代都没这基因	那我明早一大早打吗	明早一大早打吗
或者你那个地方什么时候会招人呢	我可没那么多钱	fail to follow
它和启明是一个概念	楼顶各种小花园	楼顶各种
你肯定是一个好爸爸	整个国家公园都建在一个活火山上	建在活火山上
